报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),25561,21895,12710,13925,12288,13683,8995,8650,27933,32472,5508,6250,3311,4290,2797,7114,2279,4318,
结算备付金(万元),,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,
应收票据(万元),4127,1746,4725,5786,3548,5181,4970,4036,3834,3057,2361,2321,2400,2090,2578,2570,3683,4007,
应收账款(万元),21357,18287,15124,17463,19393,16487,14898,14794,18473,15414,13417,14335,13782,11194,12763,9810,8876,4937,
预付款项(万元),5767,2568,3653,2530,2196,2170,1437,723,734,1862,284,245,100,156,56,40,62,611,
应收保费(万元),,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,
其他应收款(万元),,2382,,741,1132,924,1867,617,620,343,662,642,902,1222,1659,1648,2974,2672,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,
存货(万元),9314,9545,8601,8221,7239,6916,7032,6652,5812,6084,5245,4319,4091,4383,3130,3348,3813,5726,
待摊费用(万元),,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,53,64,,,,,,,,,,,,,
其他流动资产(万元),162,3474,16085,14164,18002,13232,16662,14933,,,137,127,104,75,38,,,,
流动资产合计(万元),70533,59898,62285,62830,63852,58657,55861,50405,57406,59230,27613,28238,24690,23410,23020,24530,21688,22270,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,612,618,719,668,736,791,875,789,126,126,126,126,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,126,126,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,
投资性房地产(万元),332,335,339,341,362,344,347,350,354,357,360,363,369,169,,,,,
固定资产原值(万元),,32911,,29971,,28443,,20089,,20019,19923,19886,,19514,,7686,7292,7243,
累计折旧(万元),,7556,,6915,,6640,,6135,,5683,5413,5165,,4132,,3955,3495,3457,
固定资产净值(万元),,25356,,23055,,21803,,13955,,14337,14511,14720,,15382,,3731,3798,3787,
固定资产减值准备(万元),,369,,369,,369,,369,,369,369,369,,369,,0,0,0,
固定资产(万元),,24987,,22687,21380,21434,13742,13586,21258,13968,14142,14352,15029,15014,3616,3730,3797,3786,
在建工程(万元),,5496,,2370,3825,3799,11438,11234,2675,2397,2031,1631,1226,1604,10605,8720,2799,181,
工程物资(万元),,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,
无形资产(万元),4879,4916,4928,4968,4817,4847,4880,4913,5003,5037,5070,5103,5170,5391,5642,5724,5861,6028,
开发支出(万元),3103,4283,4125,4017,4099,4099,4086,4086,4084,4069,4050,4034,4010,3893,3807,3694,3498,2715,
商誉(万元),,,,,,,,,,,,,,,,,22,,
长期待摊费用(万元),655,723,727,780,52,51,,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),517,478,440,439,423,420,399,398,410,400,444,443,365,330,244,252,183,96,
其他非流动资产(万元),,,,,,,,,,,,,,,,,,,
非流动资产合计(万元),42111,41217,35421,35601,35572,35613,35611,35235,34519,27018,26971,26716,26296,26526,24040,22246,16287,12932,
资产总计(万元),112644,101115,97706,98431,99424,94270,91472,85640,91925,86248,54585,54954,50985,49936,47061,46776,37974,35202,
短期借款(万元),26550,22300,20700,20700,20700,19400,16750,13900,18900,19600,14600,17050,12750,13500,13050,14650,11970,12318,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,,,,
应付账款(万元),3353,3671,,4236,,2745,3385,3036,3016,2704,2233,1940,2561,2906,1202,1461,429,431,
预收账款(万元),202,1009,1016,487,293,46,251,105,38,15,35,48,20,6,10,18,42,176,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),952,688,690,946,637,617,647,678,561,537,503,504,424,405,369,368,349,307,
应交税费(万元),1779,856,1364,1278,2257,1287,464,748,1599,673,1045,995,1200,452,751,439,914,539,
应付利息(万元),,,,20,,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,,,,395,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,
其他应付款(万元),,2006,,2010,1817,1779,3012,1929,3069,1167,1635,1474,1183,775,867,1249,2722,1720,
预提费用(万元),,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,205,205,205,151,151,151,,,1206,1206,1059,1059,1059,530,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,
流动负债合计(万元),36624,30530,28440,29881,29272,26026,24660,20546,27182,24697,21257,23218,19197,19103,17307,18714,16820,15491,
长期借款(万元),1900,,,,,,,,,,966,966,4872,5402,5931,6461,2890,,
应付债券(万元),,,,,,,,,,,,,,,,,,,
长期应付款(万元),,365,,372,374,378,383,391,393,396,402,411,423,440,455,473,521,601,
专项应付款(万元),,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,
长期递延收益(万元),2321,2203,2068,2119,2190,2337,2374,2412,2427,2390,2315,2339,2360,2360,2328,2078,,,
递延所得税负债(万元),,,,,73,74,89,81,92,100,112,100,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,2005,1266,
非流动负债合计(万元),4583,2568,2437,2491,2637,2789,2846,2884,2912,2885,3795,3816,7655,8202,8714,9012,5416,1867,
负债合计(万元),41207,33098,30877,32372,31909,28814,27506,23430,30094,27582,25052,27033,26852,27305,26021,27726,22236,17358,
实收资本(或股本)(万元),11710,11710,11710,11710,11710,6888,6888,6888,6888,6888,5166,5166,5166,5166,5166,5166,5166,5166,
资本公积(万元),28151,28151,28151,28151,28151,32972,32972,32972,32972,32972,5725,5725,5725,5725,5725,5725,5725,5725,
减:库存股(万元),2550,2550,2550,1597,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,
盈余公积(万元),4974,4974,4974,4974,4228,4228,4228,3939,3362,3362,3362,3362,2631,2631,2028,2028,1593,1328,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,
未分配利润(万元),29016,25559,24369,22635,22784,20949,19374,17950,18091,14879,14643,13104,10611,9109,8120,6131,3254,5625,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),71301,67844,66653,65872,67286,65456,63966,62211,61831,58667,29533,27921,24133,22631,21039,19050,15738,17844,
少数股东权益(万元),137,173,176,187,229,,,,,,,,,,,,0,0,
所有者权益(或股东权益)合计(万元),71437,68017,66829,66059,67514,65456,63966,62211,61831,58667,29533,27921,24133,22631,21039,19050,15738,17844,
负债和所有者权益(或股东权益)总计(万元),112644,101115,97706,98431,99424,94270,91472,85640,91925,86248,54585,54954,50985,49936,47061,46776,37974,35202,		
