报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),14394,14979,23310,21822,16689,26899,33349,47966,28041,31794,37289,25552,17980,10489,16687,10503,4607,
结算备付金(万元),,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,
应收票据(万元),448,569,637,111,40,647,851,109,267,40,340,,6733,114,,100,,
应收账款(万元),79123,74893,70796,83064,72239,67317,59422,64646,62064,61352,55771,55403,55084,50544,45641,34636,21592,
预付款项(万元),955,1218,944,569,1493,734,1319,676,1530,1602,1647,1200,1259,857,2088,869,637,
应收保费(万元),,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,
其他应收款(万元),,6640,,4609,4626,5902,5696,5037,4938,5152,6499,5887,2993,4412,1153,1628,1566,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,
存货(万元),33919,30841,25539,23805,26655,21350,17374,14626,24483,16672,18553,16914,25284,15172,6883,5734,5063,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,24,49,,,,5,141,,,
其他流动资产(万元),3945,3554,3737,3294,3262,2666,1934,1428,1387,698,524,52,,,,,,
流动资产合计(万元),138853,132694,129297,137274,125005,125515,119945,134488,122735,117359,120625,105008,109332,81593,72593,53470,33465,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,
固定资产原值(万元),,2877,,2576,,2429,,2053,,1872,,1616,1024,,878,808,,
累计折旧(万元),,1247,,1076,,952,,837,,904,,858,784,,625,502,,
固定资产净值(万元),,1630,,1499,,1477,,1217,,968,,757,240,,253,307,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,
固定资产(万元),,1630,,1499,1449,1477,1307,1217,1155,968,745,757,240,222,253,307,376,
在建工程(万元),,,,,,,,,,,,,,,,,,
工程物资(万元),,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,
无形资产(万元),64,79,77,91,80,94,109,124,131,52,31,35,39,44,81,75,36,
开发支出(万元),150,150,82,81,88,81,81,33,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,
长期待摊费用(万元),89,85,70,83,40,28,38,49,,,,,21,,11,298,422,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,
递延所得税资产(万元),5067,5112,4810,4883,4273,4303,4251,4164,3854,3631,3599,3591,2916,1986,1487,988,573,
其他非流动资产(万元),800,800,800,800,850,850,850,50,,,,,152,,,,,
非流动资产合计(万元),7737,7857,7352,7437,6781,6834,6636,5636,5140,4651,4375,4383,3369,2252,1833,1668,1407,
资产总计(万元),146591,140551,136650,144711,131786,132349,126582,140124,127875,122010,124999,109392,112700,83845,74426,55138,34872,
短期借款(万元),23000,18000,20000,20000,16271,14900,9989,12356,13300,11970,16070,21660,20466,12400,6800,255,1300,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,
应付票据(万元),4814,4804,,5789,,4806,5297,6415,5595,3605,4708,5363,5578,1459,1289,,,
应付账款(万元),37842,34451,,43973,,38023,34031,41784,33159,33291,31179,36472,43033,35489,33490,28412,15066,
预收账款(万元),5183,8863,2305,899,874,2051,2791,4140,4978,4545,6003,6420,8405,4433,6388,2365,3061,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),646,625,627,1098,597,557,551,956,466,333,301,636,823,410,510,478,238,
应交税费(万元),2504,2745,2303,2776,2382,2599,2591,3090,3234,3171,3097,4042,5120,4047,3703,3557,2439,
应付利息(万元),,,,,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,
其他应付款(万元),,230,,143,762,797,2835,3618,110,204,561,120,141,153,176,173,560,
预提费用(万元),,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,512,,
其他流动负债(万元),4272,3546,3948,3855,3522,3151,2789,2494,2288,1546,1191,604,,,,,,
流动负债合计(万元),78395,73263,70130,78533,65351,66883,60875,74853,63130,58665,63111,75317,83567,58390,52357,35752,22664,
长期借款(万元),,,,,,,,,,,,,,,,5000,2200,
应付债券(万元),,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,
长期递延收益(万元),,,,,,,,,,,,,,10,,,,
递延所得税负债(万元),,,,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,21,,,
非流动负债合计(万元),0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,5000,2200,
负债合计(万元),78395,73263,70130,78533,65351,66883,60875,74853,63130,58665,63111,75317,83567,58400,52378,40752,24864,
实收资本(或股本)(万元),12161,12161,12161,12161,12161,12161,10134,10134,10134,10134,10134,7600,7600,7600,7600,6400,5017,
资本公积(万元),28795,28795,28795,28795,28795,28795,30821,30821,30771,30771,30771,6483,6483,6483,6483,5223,,
减:库存股(万元),,,,,,,,,,,,,,,,,,
专项储备(万元),67,26,36,73,90,98,169,297,481,310,296,220,491,1057,1249,884,449,
盈余公积(万元),2750,2750,2750,2750,2487,2487,2487,2487,2065,2065,2065,2065,1545,1078,672,188,454,
一般风险准备(万元),,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,
未分配利润(万元),24423,23557,22778,22400,22903,21926,22096,21531,21294,20066,18623,17707,13015,9227,6045,1692,4088,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),68196,67288,66519,66178,66435,65466,65707,65270,64745,63345,61888,34075,29134,25445,22048,14386,10008,
少数股东权益(万元),,,,,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),68196,67288,66519,66178,66435,65466,65707,65270,64745,63345,61888,34075,29134,25445,22048,14386,10008,
负债和所有者权益(或股东权益)总计(万元),146591,140551,136650,144711,131786,132349,126582,140124,127875,122010,124999,109392,112700,83845,74426,55138,34872,		
