报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),10645,14071,10733,15497,8648,2042,9651,2261,5427,1892,3123,4990,1672,2904,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),1487,700,812,862,1744,1160,812,664,144,117,296,233,168,185,
应收账款(万元),45490,41397,32101,37500,27055,27749,19194,20158,14417,15645,13883,9559,8799,7697,
预付款项(万元),7233,3955,3445,970,1288,268,458,1175,1723,506,1086,1118,1474,3283,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,132,96,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,561,,519,818,887,807,962,823,1193,1788,892,1426,3316,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),13335,11272,10558,9838,10407,8612,8138,6408,4755,4002,3444,3715,5833,5031,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),2308,8203,14185,7027,14977,18320,18414,663,237,346,277,221,264,1435,
流动资产合计(万元),81365,80160,72376,72214,64938,59037,57474,32290,27526,23701,23897,20729,19769,23948,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),500,,300,300,,,,,,,,50,50,50,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,200,,,,,,,,,,21,91,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,
固定资产原值(万元),,37857,,35856,,26263,,25259,23037,22622,,,,,
累计折旧(万元),,12307,,11100,,8973,,8264,7366,6444,,,,,
固定资产净值(万元),,25550,,24755,,17290,,16995,15671,16178,,,,,
固定资产减值准备(万元),,10,,16,,,,,,,,,,,
固定资产(万元),,25540,,24739,20702,17290,17002,16995,15671,16178,16179,17151,14027,10014,
在建工程(万元),,1482,,,3612,2902,2754,2418,1203,390,506,111,1957,18,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),2546,2577,1911,2111,1935,1721,1514,1723,1767,1817,1751,1937,1343,666,
