报告日期,2020-09-30,2020-06-30,2019-12-31,2019-06-30,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),3724,5902,6962,3031,3380,2099,9821,1272,1972,2258,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),7799,6075,6409,4838,,,1473,814,1037,1927,
应收账款(万元),21914,24224,21429,20336,,,13816,12765,11493,6203,
预付款项(万元),989,695,485,400,215,291,424,334,733,683,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,,,,,,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),19,18,52,,,,7,9,4,787,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),11643,11040,8277,8524,8867,5773,5294,3311,1675,1162,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,
其他流动资产(万元),33,78,5,7,368,30,274,237,,26,
流动资产合计(万元),46122,48032,43618,37208,39796,33155,31109,18741,16915,13047,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,
长期股权投资(万元),,,,307,300,,,,,,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,
固定资产原值(万元),32816,32104,31289,,,,,,,,
累计折旧(万元),8126,7587,6313,,,,,,,,
固定资产净值(万元),24690,24517,24975,,,,,,,,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),24690,24517,24975,,,,9090,7663,7754,4016,
在建工程(万元),3846,2483,2478,,,,259,116,,61,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
