报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),1313661,1212415,1178071,1154377,599607,522371,527035,446687,202005,178471,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),,,,,,,2539,,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),427,484,514,5459,3994,48,45,2510,2159,63,
应收账款(万元),177208,178464,163591,157275,170809,137065,142251,102643,121343,137099,
预付款项(万元),15471,15397,13084,12241,14735,12602,10730,9166,8584,6194,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),11826,8320,4177,965,,469,442,299,813,10336,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,17112,,12517,17788,14135,14556,6723,9022,12054,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),216005,187388,178539,169895,187762,166014,156744,103117,100150,91995,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),1799,1682,1594,1664,1561,1643,1770,2151,4146,4003,
其他流动资产(万元),5943,5079,3993,4857,3468,3467,2966,57759,251989,488590,
流动资产合计(万元),1758453,1626340,1564171,1519249,999724,857814,859079,731056,700210,928806,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),627,716,914,934,894,1654,2526,881,1617,1178,
长期股权投资(万元),,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),3370,3533,3695,3857,4019,4352,4505,5154,,,
固定资产原值(万元),,399724,,390143,,369373,368657,323874,283543,,
累计折旧(万元),,140347,,132294,,121276,118413,105058,95262,,
固定资产净值(万元),,259377,,257850,,248097,250244,218816,188281,,
固定资产减值准备(万元),,599,,727,,649,671,877,749,,
固定资产(万元),,258777,,257123,255100,247448,249573,217939,187532,180705,
在建工程(万元),,92023,,83737,74148,70591,60965,79574,100380,67192,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),89045,89569,91982,90065,89935,82788,84861,83891,89036,118123,
开发支出(万元),18765,15929,11972,13582,11030,13894,10954,9678,,,
商誉(万元),141199,137837,135442,137642,137913,127886,132061,138914,131392,130925,
长期待摊费用(万元),2190,2102,2128,2267,2244,2287,2027,1535,2953,4157,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),52084,49260,46456,42015,43645,30918,28203,19724,11178,9205,
其他非流动资产(万元),25976,15027,13282,12268,15922,11182,9090,9058,12007,17847,
非流动资产合计(万元),689461,664774,650664,643489,634850,593001,584765,566348,536095,529331,
资产总计(万元),2447914,2291114,2214835,2162739,1634574,1450815,1443844,1297404,1236304,1458137,
短期借款(万元),,,,,154096,174157,180112,186496,32468,30595,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,13896,464,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),759,762,,585,,3649,2881,4181,5841,5650,
应付账款(万元),154312,145289,,93452,,107751,96997,63927,58764,57235,
预收账款(万元),58251,67248,76104,100296,68967,82136,114044,87285,35785,19223,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),139853,120779,85428,112809,113804,52794,88489,67653,72737,70131,
应交税费(万元),32080,35316,38481,41627,29639,31635,20003,22098,27334,12854,
应付利息(万元),,,,,,1007,673,749,336,330,
应付股利(万元),,,,,,,,20000,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,93748,,93716,87197,81043,87900,86814,128796,116200,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,4279,,125212,5717,
其他流动负债(万元),17539,18609,16092,16722,15546,14106,14344,17899,17047,8947,
流动负债合计(万元),493883,481750,428865,459206,592412,548277,623617,557565,504320,326882,
长期借款(万元),,,,,,,,167780,31120,120225,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,4852,50,121,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),9174,8831,9415,8542,7362,6877,5895,3549,3325,8033,
长期递延收益(万元),25079,24816,24916,20244,21446,20954,25192,27785,29779,21150,
递延所得税负债(万元),6303,6464,6634,6937,7201,7388,7791,12146,12934,15459,
其他非流动负债(万元),657,643,627,630,612,549,563,838,976,85,
非流动负债合计(万元),191303,177596,168746,185701,182412,158995,154814,279764,78184,165073,
负债合计(万元),685186,659346,597611,644907,774824,707273,778431,837329,582503,491955,
实收资本(或股本)(万元),121569,121569,121569,121569,109409,109409,109409,109409,35000,35000,
资本公积(万元),817127,817127,817127,817127,254107,258475,258475,269256,26270,70178,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),60785,60785,60785,60785,54705,54705,54705,37513,17500,17500,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),759015,628806,614036,514550,438370,319425,238706,29982,555787,803378,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),1760504,1629682,1615200,1515832,857861,739923,661993,451981,637338,932374,
少数股东权益(万元),2224,2085,2024,1999,1889,3619,3420,8094,16463,33808,
所有者权益(或股东权益)合计(万元),1762728,1631767,1617224,1517832,859750,743542,665413,460075,653801,966182,
负债和所有者权益(或股东权益)总计(万元),2447914,2291114,2214835,2162739,1634574,1450815,1443844,1297404,1236304,1458137,		
