报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
货币资金(万元),101045,221347,34735,57914,64753,59524,30594,13785,
结算备付金(万元),,,,,,,,,
拆出资金(万元),,,,,,,,,
交易性金融资产(万元),,,,,,,,,
衍生金融资产(万元),,,,,,,,,
应收票据(万元),914,106,666,149,644,152,403,735,
应收账款(万元),75733,86136,27513,30169,45812,24211,14855,9557,
预付款项(万元),11526,11318,12517,11058,7501,12858,5267,3782,
应收保费(万元),,,,,,,,,
应收分保账款(万元),,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,
应收利息(万元),995,12,,,,,,,
应收股利(万元),,,,,,,,,
其他应收款(万元),,1102,,1906,2090,1329,,1185,
应收出口退税(万元),,,,,,,,,
应收补贴款(万元),,,,,,,,,
应收保证金(万元),,,,,,,,,
内部应收款(万元),,,,,,,,,
买入返售金融资产(万元),,,,,,,,,
存货(万元),63639,55416,70525,71207,55506,63604,43059,38480,
待摊费用(万元),,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,
其他流动资产(万元),120794,14822,15540,22814,7709,9138,4407,4219,
流动资产合计(万元),376270,390259,163553,195217,184014,170816,99703,71744,
发放贷款及垫款(万元),,,,,,,,,
可供出售金融资产(万元),,,,,,,,,
持有至到期投资(万元),,,,,,,,,
长期应收款(万元),,,,,,,,,
长期股权投资(万元),,,,,,,439,143,
其他长期投资(万元),,,,,,,,,
投资性房地产(万元),,,,,,,,,
固定资产原值(万元),,16264,,13187,,11820,,,
累计折旧(万元),,3952,,3484,,2508,,,
固定资产净值(万元),,12312,,9703,,9311,,,
固定资产减值准备(万元),,,,,,,,,
固定资产(万元),,12312,,9703,9432,9311,,9412,
在建工程(万元),,341,,322,,,,,
工程物资(万元),,,,,,,,,
固定资产清理(万元),,,,,,,,,
生产性生物资产(万元),,,,,,,,,
公益性生物资产(万元),,,,,,,,,
油气资产(万元),,,,,,,,,
无形资产(万元),4696,4716,4764,4811,4766,107,70,36,
开发支出(万元),,,,,,,,,
商誉(万元),,,,,,,,,
长期待摊费用(万元),1436,1440,1485,1657,1899,1013,1206,1311,
股权分置流通权(万元),,,,,,,,,
递延所得税资产(万元),3784,3755,3171,3034,2572,1748,1092,472,
其他非流动资产(万元),1701,236,2059,791,916,824,,369,
非流动资产合计(万元),26904,22800,21744,20319,19585,13004,12145,11742,
资产总计(万元),403174,413059,185297,215536,203599,183820,111848,83485,
短期借款(万元),860,31687,21274,8731,30388,16774,10208,15217,
向中央银行借款(万元),,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,
拆入资金(万元),,,,,,,,,
交易性金融负债(万元),,,,,,,,,
衍生金融负债(万元),,,,,,,,,
应付票据(万元),18658,13299,,38882,17524,29829,,14223,
应付账款(万元),76715,77135,,52834,61396,43015,,18837,
预收账款(万元),4367,3099,6553,6761,7719,7129,4963,2985,
卖出回购金融资产款(万元),,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,
应付职工薪酬(万元),3688,3540,2450,6907,4035,4802,3789,2521,
应交税费(万元),3428,3737,635,1715,2073,2089,1921,1259,
应付利息(万元),,36,37,13,48,24,264,171,
应付股利(万元),,,,,,,,,
其他应交款(万元),,,,,,,,,
应付保证金(万元),,,,,,,,,
内部应付款(万元),,,,,,,,,
其他应付款(万元),,1156,,1054,9553,1505,,6176,
预提费用(万元),,,,,,,,,
预计流动负债(万元),,,,,,,,,
应付分保账款(万元),,,,,,,,,
保险合同准备金(万元),,,,,,,,,
代理买卖证券款(万元),,,,,,,,,
代理承销证券款(万元),,,,,,,,,
国际票证结算(万元),,,,,,,,,
国内票证结算(万元),,,,,,,,,
递延收益(万元),,,,,,,,,
应付短期债券(万元),,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,204,,
其他流动负债(万元),80,76,224,69,29,28,,,
流动负债合计(万元),109495,133764,85045,116965,132765,105195,72409,61388,
长期借款(万元),,,,,,,263,,
应付债券(万元),,,,,,,,,
长期应付款(万元),,,,,,,,,
专项应付款(万元),,,,,,,,,
预计非流动负债(万元),6456,5660,5302,5169,4622,3967,2889,1753,
长期递延收益(万元),413,384,599,565,521,50,106,,
递延所得税负债(万元),157,159,161,162,165,169,175,182,
其他非流动负债(万元),,,,,,,,,
非流动负债合计(万元),7025,6203,6062,5895,5309,4186,3433,1934,
负债合计(万元),116521,139968,91107,122861,138074,109381,75842,63323,
实收资本(或股本)(万元),13723,13723,10292,10292,10292,10292,5000,5000,
资本公积(万元),201217,201217,35490,35490,32791,32606,11821,2885,
减:库存股(万元),,,,,,,,,
专项储备(万元),,,,,,,,,
盈余公积(万元),3054,3054,3054,3054,2979,2979,523,523,
一般风险准备(万元),,,,,,,,,
未确定的投资损失(万元),,,,,,,,,
未分配利润(万元),66422,53212,43739,41950,18969,28402,16930,10754,
拟分配现金股利(万元),,,,,,,,,
外币报表折算差额(万元),,,,,,,,,
归属于母公司股东权益合计(万元),284650,271322,92601,90905,65068,74293,34291,19148,
少数股东权益(万元),2003,1769,1589,1770,458,146,1714,1015,
所有者权益(或股东权益)合计(万元),286653,273091,94190,92675,65525,74439,36006,20163,
负债和所有者权益(或股东权益)总计(万元),403174,413059,185297,215536,203599,183820,111848,83485,		
