报告日期,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),109898,16323,7237,13725,11482,26946,5305,5033,4513,5275,1550,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),,100,,48,,,35,157,179,,,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),878,1101,578,589,467,199,616,438,1465,600,138,
应收账款(万元),18735,15119,20815,13125,15992,12391,6509,5027,4251,3791,4302,
预付款项(万元),2162,1642,1528,1196,1278,1160,1980,1618,1731,1657,1976,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),7,6,5,4,3,164,,,,,,
应收股利(万元),,,,,,,,,,,,
其他应收款(万元),,609,473,793,641,24671,800,849,381,393,429,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),21058,21734,22794,20960,19284,15497,11690,12185,10937,13257,11338,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,
其他流动资产(万元),3782,3778,3483,2408,1747,442,1122,1400,1561,2006,1953,
流动资产合计(万元),157043,60412,56914,52849,50893,81471,28056,26707,25018,26980,21686,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,
固定资产原值(万元),,92994,90774,,,,,,,,,
累计折旧(万元),,39289,36259,,,,,,,,,
固定资产净值(万元),,53705,54515,,,,,,,,,
固定资产减值准备(万元),,,,,,,,,,,,
固定资产(万元),,53705,54515,31980,26819,27725,20068,19381,19547,14770,12182,
在建工程(万元),,5464,3487,17445,12157,1255,3788,4982,4300,6702,6341,
工程物资(万元),,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),12064,12163,12173,12385,12819,12339,12593,9272,2701,1821,1414,
开发支出(万元),4968,5011,4948,4850,4755,4792,4144,3251,2225,1484,973,
商誉(万元),17032,17171,17238,16807,17139,16589,,,,,,
长期待摊费用(万元),384,425,138,162,187,44,178,193,240,87,65,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),5022,4799,4034,3537,2925,955,661,517,482,380,267,
其他非流动资产(万元),1403,957,912,1918,1084,1029,,2826,,,,
非流动资产合计(万元),101707,99695,97444,89085,77885,64728,41432,40422,29494,25243,21242,
资产总计(万元),258750,160108,154358,141934,128778,146199,69488,67129,54512,52223,42928,
短期借款(万元),13150,18194,16553,17082,9954,22685,21879,22561,9895,5135,8029,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),,,,,,,,,,1056,,
应付账款(万元),13813,12448,14541,11862,11873,9229,5537,5464,3662,4665,3863,
预收账款(万元),3334,3461,3626,3792,3563,3544,2942,4094,5041,5921,3560,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),1555,1256,2060,1196,1654,908,935,1029,857,716,435,
应交税费(万元),1555,1579,2573,3415,4161,12619,1692,1325,1168,884,610,
应付利息(万元),34,48,54,169,136,48,105,102,214,64,84,
应付股利(万元),,,,,2500,24633,,,12614,4981,5490,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,1613,1965,1661,2008,1669,1022,950,887,1362,109,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
