报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-06-30,2018-12-31,2017-12-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-09-30,2013-12-31,2012-12-31,
货币资金(万元),50741,94869,5915,32203,10931,24300,21134,10338,4541,7474,4094,1936,1915,1944,447,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),88,54,54,54,8,,,,,,,,,,,
应收账款(万元),107456,98609,67719,43718,59840,,,,9401,4267,3656,2949,2393,2446,1512,
预付款项(万元),3050,9416,4486,2799,4289,1903,1053,282,2949,1158,654,509,380,142,117,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,30,,,,,,,,,,,,,,
其他应收款(万元),,4040,,3347,,,,,512,368,816,533,443,934,1110,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),706,582,796,982,722,184,186,342,347,347,359,,,,23,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),29585,11245,703,362,355,361,212,147,,12,17,79,8,13,5,
流动资产合计(万元),196002,218844,83728,83464,80053,64157,51801,29597,17749,13627,9596,6006,5140,5480,3213,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),52,52,52,532,674,674,,,,,,,,,,
长期股权投资(万元),,,,,,,,,1015,0,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,584,,578,,,,,,,,,3302,2925,1916,
累计折旧(万元),,312,,283,,,,,,,,,1876,1305,706,
固定资产净值(万元),,272,,296,,,,,,,,,1426,1620,1209,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,272,,296,,,,,634,869,1151,1434,1426,1620,1209,
在建工程(万元),,,,,,,,,11,11,21,,,,38,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),98,73,78,87,53,65,79,219,330,518,675,623,698,962,588,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,
长期待摊费用(万元),351,377,401,445,412,407,85,263,55,69,73,,,5,7,
股权分置流通权(万元),,,,,,,,,,,,,,,,
递延所得税资产(万元),221,200,173,130,140,96,112,131,18,11,6,6,6,8,6,
其他非流动资产(万元),,,,,,,,,,,,,,,,
非流动资产合计(万元),3783,3745,973,1490,1456,1407,398,734,2063,1478,1926,2062,2130,2595,1847,
资产总计(万元),199786,222589,84701,84954,81509,65564,52199,30331,19812,15105,11522,8068,7270,8075,5060,
短期借款(万元),1500,5200,6600,6700,3700,3900,3050,1700,2650,3100,1900,2100,2800,2300,1390,
向中央银行借款(万元),,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,
