报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,
货币资金(万元),983746,1051394,1146334,715879,725435,868738,1048079,848076,1074096,1186290,1144172,1077274,1314966,1420076,1796521,2183163,917018,498945,409171,401473,467998,
结算备付金(万元),375293,370286,378963,275685,271051,298408,299023,270033,278058,276847,279158,267966,236790,461210,383319,449438,267576,147131,134416,122029,137899,
拆出资金(万元),,,,,,,,,,,,,,20000,,,,,,,,
交易性金融资产(万元),1722362,1567569,1687873,1717007,1695666,1530975,1491885,947984,1107480,1188412,942759,784557,727271,795307,837657,305245,374978,209102,221110,123324,161470,
衍生金融资产(万元),22,3387,3706,75,25,13,72,,,,,,4,,0,,,,,,,
应收票据(万元),,,,,,,,,,,,,,,,,,,,,,
应收账款(万元),31046,18841,28833,21570,21514,13463,4200,33943,15853,2749,7548,12665,4026,9037,20469,38583,11368,4811,3925,,1369,
预付款项(万元),,,,,,,,,,,,,,,,,,,,,,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,54154,48513,53341,49384,38132,43175,48183,46801,42867,38085,29412,29428,19074,11779,6910,9666,2881,3337,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,,,,,,,,,,,,,,,,,,,,,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),2540,2261,1851,1789,1695,1753,1703,1684,1702,1700,1669,1664,1669,20620,20545,19325,14084,11944,11950,10579,1524,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),520215,537566,678849,475256,449220,582854,544768,519943,433368,337113,243597,240235,81622,27781,18990,26172,65025,58797,54291,50191,5880,
存货(万元),,,,,,,,,,,,,,,,,,,,,,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),,,,,,,,,,,,,,,,,,,,,,
流动资产合计(万元),,,,,,,,,,,,,,,,,,,,,,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,485824,671724,521261,309191,300922,274552,227532,199665,200239,180160,114404,56311,81454,63513,65805,33734,49961,27206,
持有至到期投资(万元),61356,59456,66567,,,,,,,,,,,,,,,,,,230,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),122611,116516,120127,106968,51160,50361,50118,50163,31659,30692,28506,27892,26253,21907,16222,61860,10636,16536,6991,19252,12669,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),4736,4754,1255,1273,2265,2292,2320,2348,1363,813,808,2460,2515,1489,1507,1525,1560,1596,1632,,,
固定资产原值(万元),,93024,,92835,,87341,,86146,,87755,,86423,88259,86957,,,85318,,85317,,86403,
累计折旧(万元),,37901,,35932,,34223,,32120,,31651,,30194,32756,31109,,,27876,,25489,,22288,
固定资产净值(万元),,55122,,56904,,53118,,54025,,56104,,56230,55504,55848,,,57442,,59828,,64116,
固定资产减值准备(万元),,,,,,2,,,,,,,,,,,,,,,,
固定资产(万元),54816,55122,56123,56904,52289,53116,53251,54025,55515,56104,56894,56230,55504,55848,55473,54944,57442,59110,59828,62793,64116,
在建工程(万元),6361,5982,2084,1887,2269,2118,2132,2004,1863,1669,1654,1669,1514,1704,1425,551,780,369,659,,719,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,2,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,,
无形资产(万元),5307,5298,5538,5977,5260,5352,5342,5784,5563,5750,5723,6121,5225,5412,5207,4980,4407,4090,4089,2932,2961,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,,
商誉(万元),383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,,383,383,383,,383,
长期待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),25885,26287,23907,19230,21409,20287,18656,17444,16394,14523,13642,12076,14027,13208,13026,11843,6536,3562,3081,2430,2429,
其他非流动资产(万元),7719,7484,13790,9100,13946,11833,10754,8868,7075,7064,8177,7703,7967,6047,6074,4420,5056,5262,8497,134850,7067,
非流动资产合计(万元),,,,,,,,,,,,,,,,,,,,,,
资产总计(万元),5087891,4898714,5392202,4441159,4569710,4657786,4686731,3990806,4127453,4051364,3682605,3458802,3286334,3801428,3861786,4478180,2295638,1307226,1139899,982695,940819,
短期借款(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),20009,,,,,,,,50000,,,,30000,20000,70000,90000,60000,48900,49000,39000,,
交易性金融负债(万元),483622,476947,589360,423811,471540,464270,440789,388530,531098,498026,498258,474798,400503,389460,424720,7115,171779,,124922,,,
衍生金融负债(万元),201,113,166,13,319,,,9,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,,,,,,,
应付账款(万元),3399,3053,4265,6873,2432,2854,8329,5777,2477,6839,12691,8615,21124,4420,7089,3756,7577,2289,6308,,6392,
预收账款(万元),,,,,,,,,,,,,,,,,,,,,,
卖出回购金融资产款(万元),1405989,1265795,1616374,1323536,1233886,1215059,1147304,665759,715342,830757,500503,258444,345099,542899,803050,971236,443169,157600,50526,48000,5000,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),56672,50268,50971,43259,45188,43595,41563,44755,43319,39925,34652,33037,34419,35470,35379,33254,18425,8569,9932,6193,7273,
应交税费(万元),21351,17126,8064,5193,7248,5847,12012,14358,15682,11809,10132,16096,11634,12581,9728,18213,10213,2416,2398,1572,2208,
应付利息(万元),,,,11263,21477,22151,16832,11278,12653,10964,7920,6297,15367,11362,13570,10174,3357,2412,625,,5,
应付股利(万元),,,,,,,,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,,,,,,,,,,,,,,,,,,,,,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),1118788,1181779,1233333,803527,813732,909440,1047675,948133,1007358,1062858,1059978,1081931,1345459,1562109,1582596,2287123,915050,552693,457344,457009,503250,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,,,,
流动负债合计(万元),,,,,,,,,,,,,,,,,,,,,,
长期借款(万元),,,,,,,,,,62,123,182,299,411,,,,,,,,
应付债券(万元),508558,513130,460487,457438,456922,386881,369839,349799,349758,319718,319678,279639,329561,449485,270000,270000,50000,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,,,,
长期递延收益(万元),,,,,,,,,,,,,,,,,,,,,,
递延所得税负债(万元),15069,11562,16139,9348,8371,9942,10073,6712,8156,8571,10129,8961,8575,10968,8554,11210,3428,1587,1607,955,955,
其他非流动负债(万元),7269,6924,6908,5228,5677,16254,5415,5424,5614,27061,4949,3884,3626,4031,3671,5843,2711,4155,2250,5692,1585,
非流动负债合计(万元),,,,,,,,,,,,,,,,,,,,,,
负债合计(万元),3753180,3597683,4072261,3158196,3303089,3405272,3416905,2733451,2873023,2826590,2459012,2251883,2625666,3123196,3231354,3886478,1795708,860621,704910,558420,526669,
实收资本(或股本)(万元),362100,362100,362100,362100,362100,362100,362100,362100,362100,362100,362100,362100,282100,282100,282100,282100,282100,282100,282100,282100,282100,
资本公积(万元),511049,511049,511049,511049,511049,511049,511049,511049,510983,511049,511049,511049,92941,92872,92872,92547,92865,91584,92909,91662,92152,
减:库存股(万元),,,,,,,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,,,,
盈余公积(万元),44425,44425,44425,46799,42249,42249,42249,42249,35213,35213,35213,35213,28235,28235,8340,8340,8340,2579,2579,382,382,
一般风险准备(万元),61143,60963,60645,63018,57536,57536,57536,57536,50500,50500,50500,50500,43521,43521,23627,23627,23627,17865,17865,15668,15668,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
未分配利润(万元),268168,236693,250721,217139,211687,199879,213439,197570,213496,193872,191444,174973,161719,177024,195193,148572,65459,31853,19613,16208,5665,
