报告日期,2020-09-30,2020-06-30,2019-12-31,2019-06-30,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),43203,24834,14871,19730,26897,4574,15926,12141,11470,7873,11502,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),,,,,633,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),284,338,,27046,10520,24499,27163,18790,12207,8176,5624,
应收账款(万元),11775,12735,10735,11910,10394,7775,8160,8903,9135,5648,6025,
预付款项(万元),332,296,283,124,177,129,662,272,102,113,52,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,
其他应收款(万元),,41,40,,,,40,110,29,,26,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),14700,15761,13318,10536,8994,10372,10818,15397,12460,7333,7708,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,
其他流动资产(万元),12953,13683,13969,13333,11754,10323,3265,4574,7155,6295,3494,
流动资产合计(万元),131310,97800,89761,82917,69418,57720,66034,60187,52559,35439,34432,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,
固定资产原值(万元),,395980,396790,,,,,,,,,
累计折旧(万元),,116586,105285,,,,,,,,,
固定资产净值(万元),,279394,291505,,,,,,,,,
固定资产减值准备(万元),,163,163,,,,,,,,,
固定资产(万元),,279232,291342,,,,215815,219068,199262,181997,148806,
在建工程(万元),,39818,8675,,,,3519,291,4716,583,3561,
工程物资(万元),,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,88,1117,,
生产性生物资产(万元),,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),14067,14238,14533,14686,14999,16260,14786,15135,14353,13511,10443,
开发支出(万元),,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,
长期待摊费用(万元),1746,1866,2106,2346,2018,2429,1944,1414,,,,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),2640,2744,425,326,51,535,566,472,478,200,155,
其他非流动资产(万元),5289,4715,1260,3757,4621,2051,5002,3353,1581,4466,6810,
非流动资产合计(万元),350763,342612,318341,320098,308301,260341,241631,239732,220477,201873,169775,
资产总计(万元),482073,440412,408102,403015,377719,318061,307665,299919,273036,237312,204206,
短期借款(万元),94121,99801,80221,82229,51909,54639,36400,27200,28244,38516,22000,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),,,4997,,,34961,26398,19255,14087,,,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),4324,6058,3540,6006,,,,600,2900,6000,3798,
