报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),20231,70303,88476,97498,79662,69967,69849,37944,3097,
结算备付金(万元),,,,,,,,,,
拆出资金(万元),,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,
应收票据(万元),199,,10,10,,,,,,
应收账款(万元),19774,15000,12392,11009,8127,5389,,3196,507,
预付款项(万元),11903,8290,3640,3091,731,299,329,96,21,
应收保费(万元),,,,,,,,,,
应收分保账款(万元),,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,
应收利息(万元),128,422,533,,27,,,,,
应收股利(万元),,,,,,,,,,
其他应收款(万元),,1687,,1674,132,115,,756,498,
应收出口退税(万元),,,,,,,,,,
应收补贴款(万元),,,,,,,,,,
应收保证金(万元),,,,,,,,,,
内部应收款(万元),,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,
存货(万元),417,375,353,246,95,,16,12,,
待摊费用(万元),,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,
其他流动资产(万元),99187,68964,58050,36,4,4,0,11002,,
流动资产合计(万元),162630,165041,165221,113564,88778,75774,73212,53005,4123,
发放贷款及垫款(万元),,,,,,,,,,
可供出售金融资产(万元),,,,,2,,,,,
持有至到期投资(万元),,,,,,,,,,
长期应收款(万元),,,,,,,,,,
长期股权投资(万元),7978,3125,3269,3332,1590,215,283,59,,
其他长期投资(万元),,,,,,,,,,
投资性房地产(万元),,,,,,,,,,
固定资产原值(万元),,10029,,8357,5260,,3146,,,
累计折旧(万元),,4953,,3882,2181,,1078,,,
固定资产净值(万元),,5076,,4475,3079,,2067,,,
固定资产减值准备(万元),,,,,,,,,,
固定资产(万元),,5076,,4475,3079,2541,2067,1219,334,
在建工程(万元),,484,,251,,,,,,
工程物资(万元),,,,,,,,,,
固定资产清理(万元),,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,
油气资产(万元),,,,,,,,,,
无形资产(万元),405,422,449,456,429,454,480,,,
开发支出(万元),,,,,,,,,,
商誉(万元),,,,,,,,,,
长期待摊费用(万元),52,37,48,44,59,53,34,12,22,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),220,164,104,103,78,51,24,,,
其他非流动资产(万元),,,,,,,19,,,
非流动资产合计(万元),14540,9309,8393,8661,5237,3314,2907,1290,357,
资产总计(万元),177170,174349,173614,122224,94014,79088,76119,54296,4480,
短期借款(万元),,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,
拆入资金(万元),,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,
应付票据(万元),,,,,,,,,,
应付账款(万元),1166,1716,,2050,964,749,,598,16,
预收账款(万元),3519,3355,3187,3873,1902,379,649,205,26,
卖出回购金融资产款(万元),,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,
应付职工薪酬(万元),1229,1055,979,1846,1439,585,1009,599,145,
应交税费(万元),275,273,50,1034,1445,606,185,171,25,
应付利息(万元),,,,,,,,,,
应付股利(万元),,,,,,,,,,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,111,,,,52,,3187,1335,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,
其他流动负债(万元),,,,,,,,,,
流动负债合计(万元),6548,6510,9150,8865,5906,2371,2647,4759,1546,
长期借款(万元),,,,,,,,,,
应付债券(万元),,,,,,,,,,
长期应付款(万元),,,,,,,,,,
专项应付款(万元),,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,
长期递延收益(万元),124,124,,,,,,150,350,
递延所得税负债(万元),,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,
非流动负债合计(万元),124,124,0,0,0,0,0,150,350,
负债合计(万元),6672,6634,9150,8865,5906,2371,2647,4909,1896,
实收资本(或股本)(万元),40010,40010,40010,36000,36000,36000,8232,2488,1000,
资本公积(万元),80009,80009,80009,39006,39006,39006,66775,51697,7463,
减:库存股(万元),,,,,,,,,,
专项储备(万元),,,,,,,,,,
盈余公积(万元),4236,4236,4236,4236,1757,264,264,,,
一般风险准备(万元),,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),45519,42892,39777,33744,11345,1447,-1847,-4799,-5880,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),169773,167147,164032,112987,88108,76718,73423,49386,2584,
少数股东权益(万元),725,569,432,373,0,,49,,,
所有者权益(或股东权益)合计(万元),170498,167715,164464,113359,88108,76718,73472,49386,2584,
负债和所有者权益(或股东权益)总计(万元),177170,174349,173614,122224,94014,79088,76119,54296,4480,		
