报告日期,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),46170,13988,14380,9601,7724,10203,3505,1737,
结算备付金(万元),,,,,,,,,
拆出资金(万元),,,,,,,,,
交易性金融资产(万元),,,,,,,,,
衍生金融资产(万元),,,,,,,,,
应收票据(万元),772,292,958,2280,1257,80,1243,850,
应收账款(万元),17926,14683,11843,8231,6666,4896,2750,1911,
预付款项(万元),1025,170,346,168,91,128,449,122,
应收保费(万元),,,,,,,,,
应收分保账款(万元),,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,
应收利息(万元),,,,,,,,,
应收股利(万元),,,,,,,,,
其他应收款(万元),,368,365,203,159,160,167,73,
应收出口退税(万元),,,,,,,,,
应收补贴款(万元),,,,,,,,,
应收保证金(万元),,,,,,,,,
内部应收款(万元),,,,,,,,,
买入返售金融资产(万元),,,,,,,,,
存货(万元),10349,9563,8232,7051,8500,8714,5749,4471,
待摊费用(万元),,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,
其他流动资产(万元),,163,113,93,,50,,,
流动资产合计(万元),78076,40001,39671,27625,24396,24231,13862,9164,
发放贷款及垫款(万元),,,,,,,,,
可供出售金融资产(万元),,,,,,,,,
持有至到期投资(万元),,,,,,,,,
长期应收款(万元),,,,,,,,,
长期股权投资(万元),,,,,,,,,
其他长期投资(万元),,,,,,,,,
投资性房地产(万元),,,,,,,,,
固定资产原值(万元),,1956,1814,,,,,,
累计折旧(万元),,942,850,,,,,,
固定资产净值(万元),,1014,964,,,,,,
固定资产减值准备(万元),,,,,,,,,
固定资产(万元),,1014,964,1036,984,863,951,1035,
在建工程(万元),,463,48,15,,,,,
工程物资(万元),,,,,,,,,
固定资产清理(万元),,,,,,,,,
生产性生物资产(万元),,,,,,,,,
公益性生物资产(万元),,,,,,,,,
油气资产(万元),,,,,,,,,
无形资产(万元),868,874,884,890,4,4,5,5,
开发支出(万元),,,,,,,,,
商誉(万元),,,,,,,,,
长期待摊费用(万元),,,,,,,,,
股权分置流通权(万元),,,,,,,,,
递延所得税资产(万元),256,235,196,156,126,125,68,54,
其他非流动资产(万元),,,,,175,,,,
非流动资产合计(万元),2694,2586,2092,2097,1289,993,1024,1094,
资产总计(万元),80770,42587,41763,29722,25685,25224,14886,10258,
短期借款(万元),,,,,,,1000,1000,
向中央银行借款(万元),,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,
拆入资金(万元),,,,,,,,,
交易性金融负债(万元),,,,,,,,,
衍生金融负债(万元),,,,,,,,,
应付票据(万元),2018,1385,1253,905,496,499,378,208,
应付账款(万元),5234,4375,3991,2562,3374,3707,1487,744,
预收账款(万元),4191,3396,7107,5511,6140,7621,5624,5750,
卖出回购金融资产款(万元),,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,
应付职工薪酬(万元),1285,1148,1636,1385,654,248,199,130,
应交税费(万元),198,452,626,771,477,852,653,152,
应付利息(万元),,,,,,,,,
应付股利(万元),,,,,,,,,
其他应交款(万元),,,,,,,,,
应付保证金(万元),,,,,,,,,
内部应付款(万元),,,,,,,,,
其他应付款(万元),,325,21,1,64,22,13,5,
预提费用(万元),,,,,,,,,
预计流动负债(万元),,,,,,,,,
应付分保账款(万元),,,,,,,,,
保险合同准备金(万元),,,,,,,,,
代理买卖证券款(万元),,,,,,,,,
代理承销证券款(万元),,,,,,,,,
国际票证结算(万元),,,,,,,,,
国内票证结算(万元),,,,,,,,,
递延收益(万元),,,,,,,,,
应付短期债券(万元),,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,
其他流动负债(万元),,,,382,362,283,,,
流动负债合计(万元),13226,11080,14635,11516,11567,13232,9354,7989,
长期借款(万元),,,,,,,,,
应付债券(万元),,,,,,,,,
长期应付款(万元),,,,,,,,,
专项应付款(万元),,,,,,,,,
预计非流动负债(万元),,,,,,,,,
长期递延收益(万元),237,330,300,,,214,292,627,
递延所得税负债(万元),695,662,493,263,195,110,,,
其他非流动负债(万元),,,,,,,,,
非流动负债合计(万元),931,992,793,263,195,323,292,627,
负债合计(万元),14157,12073,15428,11780,11762,13556,9646,8615,
实收资本(或股本)(万元),4598,3448,3448,3448,3448,3448,3000,2000,
资本公积(万元),38645,4773,4741,4686,4650,4614,788,,
减:库存股(万元),,,,,,,,,
专项储备(万元),,,,,,,,,
盈余公积(万元),2247,1724,1724,984,586,364,147,,
一般风险准备(万元),,,,,,,,,
未确定的投资损失(万元),,,,,,,,,
未分配利润(万元),21123,20569,16422,8824,5239,3242,1305,-357,
拟分配现金股利(万元),,,,,,,,,
外币报表折算差额(万元),,,,,,,,,
归属于母公司股东权益合计(万元),66613,30514,26335,17942,13923,11668,5240,1643,
少数股东权益(万元),,,,,,,,,
所有者权益(或股东权益)合计(万元),66613,30514,26335,17942,13923,11668,5240,1643,
负债和所有者权益(或股东权益)总计(万元),80770,42587,41763,29722,25685,25224,14886,10258,		
