报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),4913,6093,6739,6280,7926,17663,18963,18576,19149,11123,2954,5141,4946,4725,10765,10216,2361,
结算备付金(万元),,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,
应收票据(万元),699,428,208,382,511,453,358,492,319,323,462,350,305,62,13,54,23,
应收账款(万元),31572,29437,27143,26211,24778,23457,21544,19963,17743,17010,14677,14741,12701,12003,9031,6236,4490,
预付款项(万元),451,571,526,514,537,441,574,327,390,592,680,238,250,235,130,74,429,
应收保费(万元),,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,23,5,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,
其他应收款(万元),,715,,546,542,691,580,526,593,433,717,605,513,420,735,538,482,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,
存货(万元),5312,5001,4689,4020,4161,3383,3273,3251,4400,4086,3988,3477,3619,2927,2360,1488,1468,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,
其他流动资产(万元),20752,25725,30059,32977,32806,31647,30680,26590,23949,31536,176,339,288,196,,,1200,
流动资产合计(万元),64445,67970,70120,70931,71261,77735,75972,69725,66566,65108,23653,24891,22623,20567,23035,18606,10453,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,1075,782,754,721,748,759,773,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,766,778,790,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,
固定资产原值(万元),,44037,,40764,,35617,,32389,,30528,,29063,,16055,6045,,,
累计折旧(万元),,9941,,8711,,7423,,6197,,5314,,4059,,2117,1722,,,
固定资产净值(万元),,34096,,32053,,28194,,26192,,25214,,25004,,13938,4323,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,
固定资产(万元),,34096,,32053,28914,28194,27364,26192,25423,25214,24784,25004,23764,13938,4323,2790,1994,
在建工程(万元),,4126,,2625,1592,1864,1575,1708,1889,1856,1751,1982,1955,9167,5690,1371,84,
工程物资(万元),,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,
无形资产(万元),9516,2298,2344,2467,2585,2668,2704,2701,2810,2907,3035,3116,3303,3505,3090,3428,3767,
开发支出(万元),1001,841,752,664,581,516,380,426,370,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,
长期待摊费用(万元),2414,2387,2158,2619,2301,1994,1926,1626,1440,1331,1345,1234,541,676,571,208,136,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,
递延所得税资产(万元),2856,2573,2297,2140,2272,2229,1955,2013,1372,1355,1379,1454,1133,1034,537,460,288,
其他非流动资产(万元),3447,3354,2874,4253,5862,1712,1671,1825,1828,793,142,234,370,495,1321,240,203,
非流动资产合计(万元),59522,51165,48787,47895,45655,40709,39086,37239,35890,34229,32435,33024,31065,28816,15532,8496,6471,
资产总计(万元),123966,119134,118907,118826,116915,118445,115058,106964,102457,99338,56088,57915,53688,49383,38566,27102,16925,
短期借款(万元),,,,,,,,0,,,,1000,1000,,,2653,,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,,,
应付账款(万元),2561,2732,,2576,,2333,1912,1732,1596,1638,1309,1640,2135,3155,1114,1108,1218,
预收账款(万元),502,515,301,331,253,261,134,113,261,244,259,310,197,282,409,447,943,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),1781,1434,1271,1769,1493,1129,872,1316,1109,880,741,1178,624,936,913,885,343,
应交税费(万元),1265,1092,928,1448,917,1057,800,1029,757,386,121,485,512,496,498,470,377,
应付利息(万元),,,,,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,
其他应付款(万元),,2872,,3519,2764,3609,3651,4262,3375,3746,1115,1450,1191,1128,982,911,751,
预提费用(万元),,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,14,35,49,318,32,
其他流动负债(万元),,,,,,,,,,,,,,,,,,
流动负债合计(万元),8634,8645,8341,9643,7745,8387,7369,8452,7098,6895,3545,6062,5674,6033,3965,6793,3664,
长期借款(万元),,,,,,,,,,,,,,,,1000,,
应付债券(万元),,,,,,,,,,,,,,,,,,
长期应付款(万元),,23,,14,,,,,,,,,,,31,11,28,
专项应付款(万元),,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,
长期递延收益(万元),888,950,1011,1070,1129,1186,1243,1300,1342,1400,1461,1522,1649,1762,63,105,136,
递延所得税负债(万元),64,73,77,89,98,106,114,123,138,147,156,164,201,217,47,56,69,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,
非流动负债合计(万元),974,1045,1101,1174,1227,1292,1357,1422,1481,1547,1616,1686,1849,1979,141,1171,232,
负债合计(万元),9607,9690,9442,10817,8972,9679,8726,9874,8579,8442,5161,7749,7523,8011,4106,7964,3896,
实收资本(或股本)(万元),21738,21742,18201,18201,18201,18203,9102,9102,9102,9000,6750,6750,6750,6750,6750,6215,5900,
资本公积(万元),42352,42242,45913,45522,45508,45456,54198,53355,52872,50426,15447,15447,15448,15448,15348,6908,3978,
减:库存股(万元),8862,9606,9606,9606,6779,2345,2345,2345,2345,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,
盈余公积(万元),3393,3393,3393,3393,1603,1603,1603,1603,524,524,524,524,473,473,389,220,86,
一般风险准备(万元),,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,
未分配利润(万元),45491,40977,41125,39417,37650,34427,35579,34348,32619,29865,27010,26107,21894,18548,12111,5934,3151,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),103791,98396,98334,96745,96373,97347,97994,96060,92922,89863,49847,48949,44601,41201,34460,19138,13029,
少数股东权益(万元),10568,11048,11131,11264,11571,11419,8338,1030,956,1033,1080,1218,1564,170,,,,
所有者权益(或股东权益)合计(万元),114359,109444,109465,108009,107944,108765,106332,97090,93878,90896,50927,50167,46165,41371,34460,19138,13029,
负债和所有者权益(或股东权益)总计(万元),123966,119134,118907,118826,116915,118445,115058,106964,102457,99338,56088,57915,53688,49383,38566,27102,16925,		
