报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),41958,40467,37247,38439,23804,21462,30434,32410,15179,17079,17533,19086,18287,6337,3352,7717,3048,3463,4648,3737,2504,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),3123,61,2166,329,411,185,,,5,14,,36,4,,,,,,,,67,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
应收票据(万元),1026,1825,3149,4099,1673,151,1090,1236,496,616,58,318,688,1208,1179,590,1222,771,235,53,,
应收账款(万元),32840,21419,35245,27578,36236,28688,19341,16571,18605,16276,14171,13906,10754,10181,12448,11912,12434,10968,6152,5273,4880,
预付款项(万元),3294,4579,1422,2300,3756,3272,2203,1542,1601,2117,7401,1254,1261,1077,1252,1194,1327,1135,721,546,895,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),134,59,65,42,,48,54,35,11,17,,26,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,964,,377,2029,1048,973,950,859,681,640,559,535,527,434,368,213,315,265,248,1237,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
存货(万元),21881,22104,20465,26028,28828,27527,15635,13312,16545,16407,15595,14384,15542,14672,13499,12133,9657,7843,6957,4008,2208,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),1560,1071,818,358,1600,4509,303,211,14324,3386,8326,12867,10548,642,774,765,755,700,606,343,100,
流动资产合计(万元),107133,92551,101490,99549,98339,86889,70034,66266,67625,56593,63725,62436,57619,34644,32937,34680,28657,25194,19585,14208,11891,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),5256,5440,5366,5217,4991,4772,4673,4702,1650,11337,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,5348,,5225,,4973,,2247,,1708,,1472,,,1470,1410,,1354,895,760,494,
累计折旧(万元),,1690,,1499,,1341,,1178,,978,,862,,,848,794,,563,367,223,110,
固定资产净值(万元),,3658,,3726,,3632,,1069,,730,,610,,,622,617,,791,528,536,384,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,3658,,3726,3656,3632,3581,1069,1013,730,724,610,587,591,622,617,700,791,528,536,384,
在建工程(万元),,,,,,,,,,,,,,,,,,,,,,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,,
无形资产(万元),370,369,390,411,399,404,147,159,178,71,78,83,74,79,66,71,40,44,13,17,21,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,,
商誉(万元),1978,8466,8466,8466,8706,8706,8706,8706,8942,0,0,0,0,0,0,0,0,0,,,,
长期待摊费用(万元),749,710,753,817,858,421,440,466,418,341,398,451,456,484,564,637,572,587,300,235,54,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),1043,1041,1042,1007,1022,885,737,743,732,695,695,634,602,516,465,495,472,389,440,262,62,
其他非流动资产(万元),86,53,40,82,67,279,4,2766,1,59,30,194,,,,,,,,,,
非流动资产合计(万元),13088,19738,19756,19727,19699,19100,18288,18613,12934,13234,1925,1974,1719,1670,1717,1820,1783,1811,1280,1051,520,
资产总计(万元),120221,112288,121247,119276,118037,105989,88322,84879,80559,69827,65650,64409,59338,36314,34654,36500,30440,27005,20865,15259,12411,
