报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),24626,27238,18520,22139,15923,7248,6179,27380,7381,26654,6839,4412,4515,4949,5200,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),2220,1504,862,614,51,180,400,,375,415,375,,80,,,
应收账款(万元),45873,38539,27347,28995,32599,32920,26762,24995,19376,16249,18680,18574,14773,11779,8123,
预付款项(万元),832,477,418,392,660,638,575,488,782,293,417,559,517,556,565,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,974,,908,1191,899,1418,1108,1102,788,784,869,800,655,958,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),11029,7862,6799,5673,5131,6241,6692,6891,7847,7766,6296,5187,6727,8360,6186,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),6378,3142,,,,,,,,,,,,,,
其他流动资产(万元),122,175,,,5000,15000,18000,,16000,,,,,,,
流动资产合计(万元),92291,79910,54990,58721,60555,63127,60027,60862,52863,52166,33390,29601,27412,26299,21034,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),13596,16455,20748,15248,7634,4736,4199,4199,4939,4939,4939,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,12947,,10316,,9763,,9160,,8669,8447,7466,,,,
累计折旧(万元),,4463,,4048,,3866,,3461,,3231,2925,2362,,,,
固定资产净值(万元),,8484,,6268,,5897,,5699,,5438,5522,5104,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,8484,,6268,5893,5897,5578,5699,5497,5438,5522,5104,4861,4469,4128,
在建工程(万元),,102,,1663,863,693,376,205,260,212,86,141,121,,,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),2675,1973,1976,1990,2005,2019,2033,2048,1983,1998,2027,2039,1001,1011,486,
开发支出(万元),,,,,,,,,,,,,,,,
