报告日期,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
货币资金(万元),33247,29447,22830,17969,18334,6138,3060,
结算备付金(万元),,,,,,,,
拆出资金(万元),,,,,,,,
交易性金融资产(万元),,,,,,,,
衍生金融资产(万元),,,,,,,,
应收票据(万元),3627,91,493,1813,279,16,20,
应收账款(万元),59060,64274,59393,42049,28259,20684,14048,
预付款项(万元),1715,849,786,1123,668,318,247,
应收保费(万元),,,,,,,,
应收分保账款(万元),,,,,,,,
应收分保合同准备金(万元),,,,,,,,
应收利息(万元),,,,,,,,
应收股利(万元),,,,,,,,
其他应收款(万元),,1337,1014,1259,1790,1224,789,
应收出口退税(万元),,,,,,,,
应收补贴款(万元),,,,,,,,
应收保证金(万元),,,,,,,,
内部应收款(万元),,,,,,,,
买入返售金融资产(万元),,,,,,,,
存货(万元),42835,29830,15534,16533,15872,7658,4601,
待摊费用(万元),,,,,,,,
待处理流动资产损益(万元),,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,
其他流动资产(万元),3218,3162,1452,1207,184,296,46,
流动资产合计(万元),145114,128990,101502,81952,65387,36334,22811,
发放贷款及垫款(万元),,,,,,,,
可供出售金融资产(万元),,,,,,,,
持有至到期投资(万元),,,,,,,,
长期应收款(万元),,,,,,,,
长期股权投资(万元),,,,,,,,
其他长期投资(万元),,,,,,,,
投资性房地产(万元),,,,,,,,
固定资产原值(万元),,2675,2651,,,,,
累计折旧(万元),,1207,1110,,,,,
固定资产净值(万元),,1468,1540,,,,,
固定资产减值准备(万元),,,,,,,,
固定资产(万元),,1468,1540,1586,1551,1628,1662,
在建工程(万元),,,,,,,,
工程物资(万元),,,,,,,,
固定资产清理(万元),,,,,,,,
生产性生物资产(万元),,,,,,,,
公益性生物资产(万元),,,,,,,,
油气资产(万元),,,,,,,,
无形资产(万元),52,47,51,43,28,20,17,
开发支出(万元),,,,,,,,
商誉(万元),,,,,,,,
长期待摊费用(万元),,,3,14,26,85,117,
股权分置流通权(万元),,,,,,,,
递延所得税资产(万元),1665,1482,1168,950,684,418,309,
其他非流动资产(万元),,,,,,950,408,
非流动资产合计(万元),3155,2997,2762,2594,2289,3101,2513,
资产总计(万元),148268,131987,104264,84547,67676,39435,25324,
短期借款(万元),,,,100,100,200,,
向中央银行借款(万元),,,,,,,,
吸收存款及同业存放(万元),,,,,,,,
拆入资金(万元),,,,,,,,
交易性金融负债(万元),,,,,,,,
衍生金融负债(万元),,,,,,,,
应付票据(万元),32398,20898,6849,6605,2054,,,
应付账款(万元),14310,17949,22498,13946,13999,7672,6060,
预收账款(万元),8154,7202,2657,2595,441,878,1145,
卖出回购金融资产款(万元),,,,,,,,
应付手续费及佣金(万元),,,,,,,,
应付职工薪酬(万元),1375,1362,1937,1077,749,628,461,
应交税费(万元),5452,6124,6644,4373,3566,1852,2821,
应付利息(万元),,,,,,,,
应付股利(万元),,,,,,700,,
其他应交款(万元),,,,,,,,
应付保证金(万元),,,,,,,,
内部应付款(万元),,,,,,,,
其他应付款(万元),,,,626,216,308,264,
预提费用(万元),,,,,,,,
预计流动负债(万元),,,,,,,,
应付分保账款(万元),,,,,,,,
保险合同准备金(万元),,,,,,,,
代理买卖证券款(万元),,,,,,,,
代理承销证券款(万元),,,,,,,,
国际票证结算(万元),,,,,,,,
国内票证结算(万元),,,,,,,,
递延收益(万元),,,,,,,,
应付短期债券(万元),,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,
其他流动负债(万元),3068,2109,1138,1016,1162,435,,
流动负债合计(万元),64822,55810,41776,30338,22287,12674,10751,
长期借款(万元),,,,,,,,
应付债券(万元),,,,,,,,
长期应付款(万元),,,,,,,,
专项应付款(万元),,,,,,,,
预计非流动负债(万元),671,411,124,333,106,,,
长期递延收益(万元),,,,,,,,
递延所得税负债(万元),0,0,0,0,1,1,1,
其他非流动负债(万元),,,,,,,,
非流动负债合计(万元),671,411,124,334,106,1,1,
负债合计(万元),65493,56222,41900,30671,22393,12675,10752,
实收资本(或股本)(万元),11277,11277,11277,11277,11277,10417,5168,
资本公积(万元),26370,26370,26370,25809,25809,16369,0,
减:库存股(万元),,,,,,,,
专项储备(万元),,,,,,,,
盈余公积(万元),2511,2511,2511,852,852,9,932,
一般风险准备(万元),,,,,,,,
未确定的投资损失(万元),,,,,,,,
未分配利润(万元),42618,35608,22206,15937,7345,-34,8472,
拟分配现金股利(万元),,,,,,,,
外币报表折算差额(万元),,,,,,,,
归属于母公司股东权益合计(万元),82776,75766,62364,53875,45283,26760,14572,
少数股东权益(万元),,,,,,,,
所有者权益(或股东权益)合计(万元),82776,75766,62364,53875,45283,26760,14572,
负债和所有者权益(或股东权益)总计(万元),148268,131987,104264,84547,67676,39435,25324,		
