报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),9631,8325,9598,8700,6048,8610,17184,24151,22857,6963,8641,9666,8055,6408,5748,4113,2177,
结算备付金(万元),,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,
交易性金融资产(万元),11058,11048,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,
应收票据(万元),,,,,20,,,,,,,,127,151,848,58,26,
应收账款(万元),578,873,912,1061,1017,1366,1640,695,658,1528,1126,943,664,754,140,154,170,
预付款项(万元),379,184,232,223,537,363,490,260,379,958,879,781,184,263,196,146,208,
应收保费(万元),,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,
应收利息(万元),,0,,34,,79,33,38,21,25,17,12,,14,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,
其他应收款(万元),,125,,122,141,157,231,142,173,215,138,77,100,110,89,92,115,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,
存货(万元),11111,11553,11144,11209,12905,11907,10304,9246,9290,8254,7243,5535,5638,6513,7226,7756,6271,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,
其他流动资产(万元),12,138,14136,14217,14261,12070,5800,129,87,98,27,21,7,17,6,90,291,
流动资产合计(万元),32896,32245,36132,35566,34929,34551,35682,34660,33464,18041,18071,17035,14775,14230,14253,12409,9258,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,
投资性房地产(万元),78,79,87,98,108,119,129,140,150,161,,,,,,,,
固定资产原值(万元),,20290,,20126,,19730,,19220,,13444,13793,13742,13398,,,,,
累计折旧(万元),,8893,,8291,,7681,,7084,,6740,6923,6684,5688,,,,,
固定资产净值(万元),,11397,,11835,,12049,,12136,,6704,6870,7057,7709,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,
固定资产(万元),,11397,,11835,11891,12049,12168,12136,6645,6704,6870,7057,7709,8172,8451,8802,8938,
在建工程(万元),,356,,164,146,87,25,172,5203,4948,4812,4793,2268,628,62,59,39,
工程物资(万元),,,,,,,,,,,,,,,,,17,
固定资产清理(万元),,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,
无形资产(万元),579,600,617,639,652,668,685,692,660,555,652,667,621,554,571,591,574,
开发支出(万元),,,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,
长期待摊费用(万元),276,371,317,310,411,433,386,379,39,26,27,29,8,22,20,17,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,
递延所得税资产(万元),253,207,207,222,226,198,189,172,203,194,162,165,230,230,228,294,333,
其他非流动资产(万元),52,50,44,93,110,125,,96,380,255,93,84,91,228,29,12,36,
非流动资产合计(万元),12784,13061,13166,13362,13544,13679,13584,13787,13280,12843,12616,12796,10929,9833,9361,9774,9938,
资产总计(万元),45680,45306,49299,48928,48473,48231,49265,48447,46744,30884,30686,29831,25704,24063,23614,22183,19196,
短期借款(万元),,,,,,,,,,,,,,,1500,1500,800,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,,,
应付账款(万元),2294,2586,,2352,,3422,3738,3274,3004,3339,3746,3296,2074,1762,1957,2451,2666,
预收账款(万元),321,240,252,218,274,221,440,361,369,187,581,365,433,250,291,452,533,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),486,503,525,550,497,512,513,673,499,524,459,521,446,363,366,362,239,
应交税费(万元),346,215,237,369,364,212,138,341,245,261,288,624,465,419,562,155,289,
应付利息(万元),,,,,,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,
其他应付款(万元),,528,,571,524,497,479,435,414,394,386,425,398,456,392,3570,3625,
预提费用(万元),,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,
流动负债合计(万元),4025,4072,4073,4061,4564,4864,5308,5084,4531,4705,5460,5231,3817,3249,5068,8490,8151,
长期借款(万元),,,,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,
长期递延收益(万元),499,324,333,342,,,,,,,,,,,,,,
递延所得税负债(万元),,,,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,104,,,,,,,,,,,,,
非流动负债合计(万元),499,324,333,342,104,0,0,0,0,0,0,0,0,0,0,0,0,
负债合计(万元),4524,4396,4406,4403,4668,4864,5308,5084,4531,4705,5460,5231,3817,3249,5068,8490,8151,
实收资本(或股本)(万元),12468,12468,12468,12468,12468,12468,8312,8312,8312,6234,6234,6234,6234,6234,6234,6000,5668,
资本公积(万元),13909,13909,13909,13909,13909,13909,18065,18065,18065,4737,4737,4737,4737,4737,4737,3470,1136,
减:库存股(万元),,,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,
盈余公积(万元),1564,1564,1564,1564,1519,1519,1519,1519,1225,1225,1225,1225,996,784,784,337,943,
一般风险准备(万元),,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,
未分配利润(万元),13226,12969,16953,16584,15860,15435,16066,15469,14613,13983,13029,12402,9923,9062,6795,3888,3298,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),41156,40910,44893,44525,43805,43367,43957,43363,42214,26179,25226,24600,21887,20814,18546,13693,11045,
少数股东权益(万元),,,,,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),41156,40910,44893,44525,43805,43367,43957,43363,42214,26179,25226,24600,21887,20814,18546,13693,11045,
负债和所有者权益(或股东权益)总计(万元),45680,45306,49299,48928,48473,48231,49265,48447,46744,30884,30686,29831,25704,24063,23614,22183,19196,		
