报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),40833,43605,46888,36128,23747,21468,27109,23010,18943,19947,81999,7817,8383,12890,8917,12324,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,111,178,,,,,,,,,159,45,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),994,473,622,1034,1574,1398,707,322,193,377,1163,531,351,240,543,65,
应收账款(万元),29953,22334,25573,41570,54407,44291,35394,36840,31548,28793,24438,26027,19246,17479,12574,11447,
预付款项(万元),1172,1118,763,898,1912,1176,1357,1077,656,367,574,256,64,356,248,355,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,6,2,18,55,51,,,15,87,73,141,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,201,,966,329,341,420,773,547,253,550,431,456,905,639,345,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),25147,26248,28426,32612,18981,18593,17400,12437,10523,9527,11857,11226,9043,8389,7640,5843,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,
其他流动资产(万元),1197,2143,2348,2254,5985,7363,6036,3271,9435,13302,1150,1606,151,2353,324,415,
流动资产合计(万元),99661,96122,105474,115640,106936,94637,88425,77748,71900,72616,121731,47893,37867,42743,30958,30934,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,
固定资产原值(万元),,93629,,88963,,81390,,78546,,54781,,52266,33510,,,,
累计折旧(万元),,20188,,17659,,15364,,13337,,11902,,10393,7957,,,,
固定资产净值(万元),,73441,,71304,,66027,,65208,,42879,,41872,25553,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,
固定资产(万元),,73441,,71304,68764,66027,66242,65208,61481,42879,41893,41872,25553,25699,25578,20941,
在建工程(万元),,16565,,13044,11464,10153,7023,5191,8921,22307,19048,17101,15221,6361,766,1593,
工程物资(万元),,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),11060,11049,10296,9991,8035,7069,7108,7145,7098,7139,6263,6272,5899,3842,1487,1504,
开发支出(万元),,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,
长期待摊费用(万元),378,400,354,377,208,201,131,137,96,99,102,85,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,
递延所得税资产(万元),1071,1092,1159,1072,786,770,751,808,779,791,540,591,571,364,286,268,
其他非流动资产(万元),,,,,,,,62,,,,445,599,914,1000,,
非流动资产合计(万元),104355,102546,98453,95789,89258,84220,81255,78550,78375,73214,67846,66366,47844,37181,29117,24306,
资产总计(万元),204015,198668,203928,211429,196193,178857,169679,156297,150275,145830,189577,114259,85710,79924,60076,55240,
短期借款(万元),4900,7900,13500,14403,12000,14000,12000,5000,4000,,25479,18842,20169,36477,28545,31064,
向中央银行借款(万元),,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,90,,,,,,,,,65,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,
应付票据(万元),160,200,,522,,167,,,,4200,7660,9895,2312,300,400,5928,
应付账款(万元),11769,8411,,18699,,12761,11296,9360,11886,8795,7864,10497,5847,4518,3494,3721,
预收账款(万元),127,53,34,45,186,23,26,20,12,18,36,28,15,21,1,8,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,
应付职工薪酬(万元),1842,1058,1233,2414,2374,1691,1300,2190,1717,1329,1235,1528,1406,1082,757,586,
应交税费(万元),564,402,38,265,2156,1228,722,899,475,648,228,791,503,682,314,286,
应付利息(万元),23,68,36,53,,44,25,8,5,,76,49,63,130,105,509,
应付股利(万元),,,,,,,,,,,,,,,,,
