报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),70386,77050,75242,108788,181862,86790,148935,113653,81597,122464,152380,126849,130607,141553,144168,55896,52504,47746,29036,39261,40423,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),21562,3696,3953,213,1699,4851,1449,1744,2132,864,,25,488,490,184,760,271,86,5,39,,
衍生金融资产(万元),,,,,0,,,,,,,,,,,,,,,,,
应收票据(万元),,,,,31351,42376,21363,,,44309,48779,49395,28666,16945,27130,72371,56775,55202,30789,10229,23246,
应收账款(万元),304626,280620,255374,197655,227392,247400,159130,,,203431,127329,153685,106820,105491,66310,74480,91421,53334,55420,22691,5895,
预付款项(万元),134249,47176,73056,32858,47837,65692,36846,119897,110890,140127,101208,72868,46204,125569,28683,38595,48195,82376,54192,44909,16034,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,6099,5542,4411,3659,2954,1373,34,34,0,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,0,,,,
其他应收款(万元),,21642,,21305,17997,,16183,27516,21043,21021,11880,16086,29811,14761,16230,26614,12841,7363,11697,11234,1616,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
存货(万元),325922,228582,325994,259452,244064,231505,258424,254126,235200,250885,170950,162921,149360,94213,108858,115964,131710,154405,129433,79299,15299,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
