报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),6693,7471,8862,15671,7816,12270,6464,14279,12595,19952,2139,5831,5461,7127,5530,7720,6132,
结算备付金(万元),,,,,,,,,,0,,,,,,,,
拆出资金(万元),,,,,,,,,,0,,,,,,,,
交易性金融资产(万元),,,,,,,,,,0,,,,,,,,
衍生金融资产(万元),,,,,,,,,,0,,,,,,,,
应收票据(万元),1540,2050,2445,3629,1828,2218,1982,2282,1719,604,1408,1556,1662,300,70,,313,
应收账款(万元),31350,28235,25392,26260,28694,25397,20386,22993,21958,21512,19339,19777,15604,13459,10182,11900,6042,
预付款项(万元),1700,2748,2790,1464,1272,964,1096,578,2026,861,991,680,705,521,1765,1038,787,
应收保费(万元),,,,,,,,,,0,,,,,,,,
应收分保账款(万元),,,,,,,,,,0,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,0,,,,,,,,
应收利息(万元),,,,,,,,,,0,,,,,,,,
应收股利(万元),,,,,,,,,,0,,,,,,,,
其他应收款(万元),,3832,,3346,3425,2955,1534,576,1520,1908,2182,1786,1018,224,230,154,191,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,0,,,,,,,,
存货(万元),13114,12337,11709,8992,9821,9419,7652,5035,7230,4999,4903,3534,3303,3277,3544,3251,3243,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,0,,,,,,,,
其他流动资产(万元),383,871,814,293,,,4914,387,,0,,,,,,,,
流动资产合计(万元),57622,57544,55225,59653,52856,53222,44029,46131,47047,49836,30962,33164,27754,24907,21321,24063,16709,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,
长期股权投资(万元),1135,155,155,155,200,200,1200,200,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,
固定资产原值(万元),,22771,,12533,,11907,,9172,,8866,8758,8744,8202,,,,,
累计折旧(万元),,6032,,5444,,5142,,3984,,3705,3569,3430,2855,,,,,
固定资产净值(万元),,16739,,7089,,6765,,5188,,5161,5189,5314,5348,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,
固定资产(万元),,16739,,7089,6671,6765,5062,5188,5140,5161,5189,5314,5348,5237,2635,2191,2010,
在建工程(万元),,1099,,8959,6403,3124,2164,2159,216,213,276,213,,,169,,42,
工程物资(万元),,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,
无形资产(万元),5767,3812,3846,3913,3750,3602,2475,2493,2558,2493,2475,2492,2561,2459,2470,257,254,
开发支出(万元),,,,,,,,,,,,,,,,,,
商誉(万元),2996,2996,2996,2996,3175,3175,1604,1604,1604,1604,1604,1604,1604,,,,,
长期待摊费用(万元),326,351,253,59,,,,,3,2,2,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,
递延所得税资产(万元),651,576,657,657,618,576,441,477,413,442,437,437,468,239,134,119,55,
其他非流动资产(万元),3438,1380,1363,1602,2610,3319,2413,1374,,,,,,,,,,
非流动资产合计(万元),33281,27107,26232,25428,23426,20760,15358,13495,9934,9915,9982,10061,9981,7935,5408,2567,2361,
资产总计(万元),90903,84651,81456,85082,76282,73982,59387,59627,56981,59750,40945,43225,37735,32842,26729,26630,19070,
短期借款(万元),26760,23760,21500,19500,14500,13100,7900,4600,4600,8500,7700,7000,8200,6300,4200,5300,5300,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,
应付票据(万元),2296,10,,,,186,914,2247,1334,334,1074,1040,,2200,2700,3865,,
应付账款(万元),13294,11782,,11217,,8270,6055,7315,7315,7074,6361,8342,5811,5595,3828,3553,1564,
预收账款(万元),180,159,143,183,363,201,67,41,53,77,55,58,90,37,51,30,109,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),21,176,153,365,168,226,13,349,1,35,62,285,290,272,271,218,117,
应交税费(万元),241,89,206,452,384,192,218,555,411,536,252,1098,1264,880,579,982,1267,
应付利息(万元),,,,,,,,,,,,,,,,,,
应付股利(万元),7,,,,,,,,,,498,,,,918,,1003,
其他应交款(万元),,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,
其他应付款(万元),,2571,,5838,6331,6257,185,230,244,40,119,71,83,76,171,58,59,
预提费用(万元),,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,
其他流动负债(万元),573,573,1478,659,10,10,10,10,10,10,10,10,10,10,10,,,
流动负债合计(万元),45480,39120,35054,38215,29959,28442,15362,15347,13968,16607,16131,17904,15748,15371,12727,14006,9419,
