报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),663803,589743,718249,730348,595237,254778,221417,193393,327015,508825,175448,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),,,42,78,0,30,176,393,,,,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),1480,1334,1877,1712,3606,2415,2402,155,2169,3179,467,
应收账款(万元),617816,360205,302898,538598,560979,254555,664022,274248,407223,317240,416488,
预付款项(万元),29463,19399,15283,8926,14329,14746,14207,15822,18700,19924,14405,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),2963,2796,2496,1520,,3622,5726,3268,2187,1142,255,
应收股利(万元),,,,,,,,,,,,
其他应收款(万元),,9791,,21258,38679,40219,63260,20540,98529,54039,36275,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),254108,218796,163676,222966,250081,166508,243166,166201,152290,117442,117924,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,
其他流动资产(万元),102706,110182,115025,119165,119166,265662,242141,305270,133411,107748,149212,
流动资产合计(万元),1687601,1312246,1332701,1644573,1582077,1002536,1456516,979291,1141524,1129538,910473,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,
固定资产原值(万元),,1577177,,1549617,,1366618,1326695,,1144456,1025386,,
累计折旧(万元),,824982,,761215,,664830,633062,,546053,460660,,
固定资产净值(万元),,752195,,788402,,701787,693633,,598402,564726,,
固定资产减值准备(万元),,2892,,5367,,3636,3689,,533,209,,
固定资产(万元),,749303,,783035,773282,698151,689943,586518,597869,564517,570315,
在建工程(万元),,89882,,70011,42065,28758,21960,20524,19222,51324,12770,
工程物资(万元),,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),171647,173587,173915,175566,176667,23969,24107,30851,30340,29853,30353,
开发支出(万元),,,,,,,,,,,,
商誉(万元),2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,
长期待摊费用(万元),1657,2004,1979,2288,2274,3657,3672,3824,1980,1444,3241,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),21691,16284,15839,19041,14954,14920,15156,11530,12680,9333,7043,
其他非流动资产(万元),63478,93866,48595,38794,39637,128335,109256,95563,38453,24388,7594,
非流动资产合计(万元),1184503,1129972,1085365,1090774,1050919,899831,866135,750851,702585,682899,633356,
