报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),43069,42876,47358,46917,47238,7318,10088,15798,10539,6271,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),2900,1000,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),1620,1133,1016,1241,1063,,,,,1473,
应收账款(万元),28211,26774,27507,28378,28289,,,,,15822,
预付款项(万元),243,324,368,248,361,414,308,430,276,315,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),,,0,,,,,,,,
应收股利(万元),,,0,,,,,,,,
其他应收款(万元),,573,,1085,779,335,279,360,563,2636,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),6135,6144,6530,6818,6993,6617,6869,6039,5372,5296,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,811,790,745,
其他流动资产(万元),79,202,1459,507,2566,1751,119,195,637,1738,
流动资产合计(万元),83089,79028,85470,85194,87288,43170,41627,43474,36261,34297,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),50,50,50,50,50,50,50,50,78,158,
长期股权投资(万元),,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),,,,,,,,594,1072,1111,
固定资产原值(万元),,45260,,41941,,41875,41862,37396,41362,,
累计折旧(万元),,26754,,25539,,25657,24921,22577,23676,,
固定资产净值(万元),,18506,,16402,,16218,16941,14819,17686,,
固定资产减值准备(万元),,742,,742,,742,742,743,743,,
固定资产(万元),,17765,,15660,15386,15480,16199,14081,16943,18915,
在建工程(万元),,409,,526,517,411,334,548,470,607,
工程物资(万元),,,,,,,,,,,
固定资产清理(万元),,2,,,,,,,,6,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
