报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,
货币资金(万元),13721,11578,16521,38525,10116,14904,8766,9145,7262,4874,6979,10054,14694,4686,5667,3885,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,1,,,,,,,,,,0,,65,135,
衍生金融资产(万元),,,,,,79,,,,,,,,,,,
应收票据(万元),253,630,1635,2443,,1755,1644,1396,1056,2421,1234,1041,1091,468,1414,408,
应收账款(万元),12554,8407,12058,11381,,16094,11022,10292,7800,6794,8079,8654,7607,12304,6920,5874,
预付款项(万元),1611,851,595,505,1425,972,401,397,222,249,276,413,386,331,308,236,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),397,439,288,,,,,,,,,,,,,,
应收股利(万元),,,,,,46,,,,,,,,81,81,81,
其他应收款(万元),,702,,638,462,419,385,473,332,396,296,310,759,7348,219,2516,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),9912,9002,8693,10782,9497,8402,8924,7665,5561,4424,5891,6356,5328,5135,5693,6940,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,3,,,,,,,,
其他流动资产(万元),37129,33288,29738,8260,559,,277,,,128,182,237,267,160,500,1233,
流动资产合计(万元),76288,64898,69924,72533,36115,42670,31418,29368,22237,19286,22938,27066,30131,30512,20869,21308,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,1183,1183,1183,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
固定资产原值(万元),,41213,,34280,,32086,32021,,,,,,23342,20298,20241,17860,
累计折旧(万元),,16405,,15428,,14341,13898,,,,,,10562,10092,9417,8520,
固定资产净值(万元),,24808,,18852,,17745,18123,,,,,,12781,10206,10824,9340,
固定资产减值准备(万元),,99,,99,,99,99,,,,,,99,111,111,233,
固定资产(万元),,24709,,18754,17682,17646,18024,18426,18581,15282,15784,14264,12682,10095,10714,9107,
在建工程(万元),,9953,,7102,5530,2531,1597,751,1017,4152,2329,2202,2468,2693,1261,1316,
工程物资(万元),,114,,78,,47,121,18,17,,38,37,44,43,38,17,
固定资产清理(万元),,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),4424,4449,4478,4506,4535,4578,4607,3699,3759,3831,3872,2297,2315,1856,2156,1972,
开发支出(万元),,,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,
长期待摊费用(万元),315,336,339,361,383,398,167,194,189,169,194,183,206,229,252,189,
股权分置流通权(万元),,,,,,,,,,,,,,,,,
递延所得税资产(万元),1155,828,600,687,644,413,354,572,740,374,379,419,425,386,317,299,
其他非流动资产(万元),316,330,6080,6092,1261,917,431,279,10,51,223,1126,1668,541,389,1336,
非流动资产合计(万元),49609,48007,46112,38764,31219,27714,26485,25123,25497,25044,24002,21712,20993,17027,16311,15421,
资产总计(万元),125897,112906,116036,111297,67334,70384,57904,54490,47734,44330,46940,48778,51125,47540,37180,36729,
短期借款(万元),2000,1000,4000,7000,6000,8010,4160,11650,3380,3880,5500,6034,9800,10700,12469,13311,
向中央银行借款(万元),,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,
交易性金融负债(万元),,53,,,,,,,,,,,,81,,34,
衍生金融负债(万元),146,,,,195,,63,15,,,,,,,,,
应付票据(万元),17580,8065,,10719,,12780,7710,2879,3624,3000,2590,5694,4850,2130,3720,2790,
应付账款(万元),9214,11202,,11817,,10490,10928,9158,8522,7490,6985,7556,6212,6439,5416,5657,
预收账款(万元),193,390,1543,2030,577,1388,1261,705,2372,720,2288,613,1589,301,902,519,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,
应付职工薪酬(万元),2117,1725,1543,2225,1842,1346,1985,1314,1408,1225,1262,925,1008,747,831,724,
应交税费(万元),1706,1357,996,826,608,1284,615,868,849,761,780,1449,3460,3256,1064,680,
应付利息(万元),2,1,4,8,,11,40,33,5,5,7,6,18,66,23,23,
应付股利(万元),37,44,30,30,,6030,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,
其他应付款(万元),,356,,763,580,345,248,322,211,550,2100,2000,132,230,243,314,
预提费用(万元),,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,
流动负债合计(万元),33361,24194,29540,35418,31603,41683,27010,26943,20372,17632,21513,24277,27070,23949,24669,24052,
长期借款(万元),23,46,46,46,46,69,69,92,92,115,115,137,137,160,160,183,
应付债券(万元),,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,120,,,
长期递延收益(万元),942,963,996,1005,1013,1029,1038,1054,1035,1152,1164,518,,,,,
递延所得税负债(万元),950,916,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,527,167,173,98,
非流动负债合计(万元),1915,1924,1042,1050,1059,1098,1107,1146,1127,1266,1278,656,665,447,333,281,
负债合计(万元),35276,26118,30583,36468,32662,42781,28117,28089,21498,18898,22791,24932,27735,24396,25002,24333,
实收资本(或股本)(万元),12000,12000,12000,12000,9000,9000,9000,9000,9000,9000,6000,6000,6000,6000,6000,6000,
资本公积(万元),35653,35653,35653,35653,392,392,392,392,392,392,392,392,392,392,392,392,
减:库存股(万元),,,,,,,,,,,,,,,,,
专项储备(万元),,,12,,,,,,,118,,,,33,,,
盈余公积(万元),5381,5381,5381,5381,4125,4125,4125,3568,3568,3070,3070,2972,2662,2664,1238,882,
一般风险准备(万元),,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,
未分配利润(万元),32204,28565,26552,21794,21155,14086,16270,13441,13275,12852,14686,14481,14336,14053,4548,5100,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),90622,86788,85453,74828,34672,27603,29787,26401,26236,25432,24149,23846,23390,23143,12178,12374,
少数股东权益(万元),,,,,,,,,,,,,,,,22,
所有者权益(或股东权益)合计(万元),90622,86788,85453,74828,34672,27603,29787,26401,26236,25432,24149,23846,23390,23143,12178,12396,
负债和所有者权益(或股东权益)总计(万元),125897,112906,116036,111297,67334,70384,57904,54490,47734,44330,46940,48778,51125,47540,37180,36729,		
