报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),29066,23410,28118,29067,11544,13835,16461,19972,9867,10426,14809,15949,24542,37370,11541,16256,7219,7481,5246,6748,5297,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
应收票据(万元),46425,37418,24295,21166,17787,7979,8042,9077,10191,12451,13637,14685,10386,4726,1607,912,2897,2972,1752,1851,878,
应收账款(万元),141899,121927,96900,77213,89137,77733,44061,48646,44156,33883,27343,27126,21393,21557,13378,16520,14348,11084,6899,7077,6324,
预付款项(万元),7404,9428,9293,3134,1950,4422,5956,2535,4267,4559,5360,3870,3064,2369,3779,2565,2339,2993,2298,1446,2808,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),391,432,281,101,,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,8744,,1507,1383,1101,479,3448,871,1062,419,1478,465,1164,1022,635,938,1396,538,305,270,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
存货(万元),47463,46129,36581,26490,27705,26538,22756,18781,23706,20081,16603,12717,15074,12183,10009,7706,11445,8076,6519,7461,6855,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),12271,14753,11990,28306,10484,7835,11210,6912,8198,6427,5414,5850,770,78,,,,,,,,
流动资产合计(万元),297628,262240,218984,186984,159991,139444,108966,109372,101257,88889,83586,81675,75694,79447,41336,44595,39186,34002,23252,24886,22433,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,16800,16800,16800,16800,16800,16800,16800,16800,16800,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,105510,,84682,,71896,,69588,,56169,,52185,,45945,45335,45200,,41753,,,,
累计折旧(万元),,28657,,25495,,22674,,20290,,18382,,16705,,15204,14443,13658,,10699,,,,
固定资产净值(万元),,76853,,59187,,49222,,49297,,37787,,35481,,30741,30892,31542,,31055,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,76853,,59187,50902,49222,49174,49297,38600,37787,35436,35481,30475,30741,30892,31542,31661,31055,30901,31993,24146,
在建工程(万元),,49477,,25227,17959,15599,14399,13762,19594,16759,17379,15488,15303,12949,8836,5499,1884,1507,119,345,4474,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,,
无形资产(万元),32183,26252,21681,17605,17074,17204,17289,15033,15145,15309,15290,15460,15530,15624,15762,15956,14939,12885,5286,4799,4738,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,,
