报告日期,2020-09-30,2020-06-30,2019-12-31,2019-06-30,2018-12-31,2017-12-31,2016-12-31,2014-03-31,
货币资金(万元),77948,23465,4334,4791,7297,4080,7064,2492,
结算备付金(万元),,,,,,,,,
拆出资金(万元),,,,,,,,,
交易性金融资产(万元),,,,,,,,,
衍生金融资产(万元),,,,,,,,,
应收票据(万元),,,,20,,,,34,
应收账款(万元),29796,25596,21914,25220,,,,9743,
预付款项(万元),2802,1226,1924,688,449,442,984,2234,
应收保费(万元),,,,,,,,,
应收分保账款(万元),,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,
应收利息(万元),,,,,,,,,
应收股利(万元),,,,,,,,,
其他应收款(万元),,,,,,,,13220,
应收出口退税(万元),,,,,,,,,
应收补贴款(万元),,,,,,,,,
应收保证金(万元),,,,,,,,,
内部应收款(万元),,,,,,,,,
买入返售金融资产(万元),,,,,,,,,
存货(万元),28000,22574,25545,24168,20203,18087,13186,8118,
待摊费用(万元),,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,
其他流动资产(万元),600,498,1041,966,1325,2301,12991,,
流动资产合计(万元),140439,75251,56277,57654,53046,42867,63156,35842,
发放贷款及垫款(万元),,,,,,,,,
可供出售金融资产(万元),,,,,,,,,
持有至到期投资(万元),,,,,,,,,
长期应收款(万元),,,,,,,,,
长期股权投资(万元),,,,,,874,2130,1237,
其他长期投资(万元),,,,,,,,,
投资性房地产(万元),,,,,,,,,
固定资产原值(万元),,86583,85734,,,,,,
累计折旧(万元),,33418,30060,,,,,,
固定资产净值(万元),,53165,55674,,,,,,
固定资产减值准备(万元),,15,15,,,,,,
固定资产(万元),,53150,55659,,,,,22354,
在建工程(万元),,,837,,,,,3425,
工程物资(万元),,,,,,,,,
固定资产清理(万元),,,,,,,,,
生产性生物资产(万元),,,,,,,,,
公益性生物资产(万元),,,,,,,,,
油气资产(万元),,,,,,,,,
无形资产(万元),14193,14578,11113,11205,10280,6904,7081,326,
开发支出(万元),,,,,,,,,
商誉(万元),,,,,,,,,
长期待摊费用(万元),840,926,935,669,574,481,180,201,
股权分置流通权(万元),,,,,,,,,
递延所得税资产(万元),699,332,708,929,1009,1512,558,,
其他非流动资产(万元),,,3589,3498,656,,,,
非流动资产合计(万元),69481,69483,72841,69846,53756,40613,38966,27544,
资产总计(万元),209920,144734,129118,127500,106802,83480,102123,63386,
短期借款(万元),10000,18008,12060,30416,18000,10500,,2660,
向中央银行借款(万元),,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,
拆入资金(万元),,,,,,,,,
交易性金融负债(万元),,,,,749,,,,
衍生金融负债(万元),,,,,,,,,
应付票据(万元),,,,,,,,,
应付账款(万元),7221,6308,7618,7861,,,,3352,
预收账款(万元),,,4890,2805,2672,1895,2075,1307,
卖出回购金融资产款(万元),,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,
应付职工薪酬(万元),3073,2569,3053,2236,2826,4461,3472,613,
应交税费(万元),1029,715,155,921,166,1407,1353,701,
应付利息(万元),,,,,,,,152,
应付股利(万元),,,,,,,,,
其他应交款(万元),,,,,,,,,
应付保证金(万元),,,,,,,,,
内部应付款(万元),,,,,,,,,
其他应付款(万元),,,3571,,,,,1492,
预提费用(万元),,,,,,,,,
预计流动负债(万元),,,,,,,,,
应付分保账款(万元),,,,,,,,,
保险合同准备金(万元),,,,,,,,,
代理买卖证券款(万元),,,,,,,,,
代理承销证券款(万元),,,,,,,,,
国际票证结算(万元),,,,,,,,,
国内票证结算(万元),,,,,,,,,
递延收益(万元),,,,,,,,,
应付短期债券(万元),,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,10000,6000,
其他流动负债(万元),227,172,,,,,,236,
流动负债合计(万元),30774,34526,31347,47798,32965,35251,36271,16513,
长期借款(万元),,,,,,,,,
应付债券(万元),,,,,,,,9689,
长期应付款(万元),,,,,,,,,
专项应付款(万元),,,,,,,,,
预计非流动负债(万元),816,801,689,714,612,339,339,,
长期递延收益(万元),3226,3484,3875,4421,4783,5913,80,,
递延所得税负债(万元),1485,1434,1408,799,515,439,281,,
其他非流动负债(万元),,,,,,,,,
非流动负债合计(万元),5528,5719,5973,5934,5909,6691,700,9689,
负债合计(万元),36302,40245,37319,53732,38874,41942,36972,26203,
实收资本(或股本)(万元),40009,36000,36000,36000,36000,10000,10000,20000,
资本公积(万元),59363,6357,6357,4422,4422,155,,,
减:库存股(万元),,,,,,,,,
专项储备(万元),,,,,,,,,
盈余公积(万元),4681,4681,4681,2523,2523,5000,5000,1693,
一般风险准备(万元),,,,,,,,,
未确定的投资损失(万元),,,,,,,,,
未分配利润(万元),69794,56425,44167,30695,24909,26383,50151,15491,
拟分配现金股利(万元),,,,,,,,,
外币报表折算差额(万元),,,,,,,,,
归属于母公司股东权益合计(万元),173618,104490,91799,73768,67928,41538,65151,37183,
少数股东权益(万元),,,,,,,,,
所有者权益(或股东权益)合计(万元),173618,104490,91799,73768,67928,41538,65151,37183,
负债和所有者权益(或股东权益)总计(万元),209920,144734,129118,127500,106802,83480,102123,63386,		
