报告日期,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),26880,129969,14734,21185,25992,16640,13388,7746,8822,8239,6719,
结算备付金(万元),,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,
交易性金融资产(万元),90987,,,,,4,,,,,,
衍生金融资产(万元),,,,,,,,,,,,
应收票据(万元),3369,3555,1641,,2089,2042,1931,2435,1727,2199,1754,
应收账款(万元),8049,8775,7287,,8365,6901,5784,5571,7446,5221,5622,
预付款项(万元),2011,1388,1146,952,899,964,664,834,1520,3593,8119,
应收保费(万元),,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,
应收利息(万元),14,9,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,
其他应收款(万元),,97,495,,100,460,455,432,301,227,283,
应收出口退税(万元),,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,
存货(万元),18026,18728,17260,17527,15493,15303,11374,9924,13021,16707,13523,
待摊费用(万元),,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,
其他流动资产(万元),5489,5933,4664,1825,474,24,2,2,56,56,82,
流动资产合计(万元),154959,168454,47228,52543,53411,42337,33597,26944,32893,36242,36102,
发放贷款及垫款(万元),,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,
固定资产原值(万元),,85678,60588,,58150,40634,,,,,16483,
累计折旧(万元),,24849,21995,,17506,13633,,,,,3477,
固定资产净值(万元),,60829,38593,,40644,27001,,,,,13006,
固定资产减值准备(万元),,10853,10853,,10760,7094,,,,,,
固定资产(万元),,49976,27740,28099,29884,19907,26102,26324,25446,16896,13006,
在建工程(万元),,19392,34970,20047,1710,14362,14384,14328,11802,16849,9760,
工程物资(万元),,,722,,1678,,,,,,,
固定资产清理(万元),,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),7503,7547,7629,7715,4906,5007,5144,5188,5296,5409,5044,
开发支出(万元),,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,
长期待摊费用(万元),30,34,,,,,,,41,103,164,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),4484,4531,4532,4319,3723,2614,1135,1163,826,329,146,
其他非流动资产(万元),2823,2449,4014,6663,6152,741,,,,,,
非流动资产合计(万元),83884,83928,79607,66843,48052,42631,46766,47004,43412,39585,28121,
资产总计(万元),238843,252382,126835,119386,101463,84968,80363,73948,76305,75827,64223,
短期借款(万元),300,13000,15500,15900,15700,13500,12505,14223,13890,16075,11500,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),,,,613,,,1,2,,2,13,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),9079,8317,6588,,2057,3920,2440,2400,7206,8432,5267,
应付账款(万元),10078,12086,9420,,5139,4926,4289,4248,3380,2555,2103,
预收账款(万元),685,405,715,729,557,895,946,583,533,222,730,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),466,626,1086,504,431,440,409,374,225,157,349,
应交税费(万元),1287,1413,2416,3423,3436,1623,1824,1356,544,337,654,
应付利息(万元),0,9,12,,11,15,17,26,53,58,105,
应付股利(万元),,,,,,,1022,,,,,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,4249,809,,9285,394,547,670,667,150,116,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,5000,,,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),23181,40105,36546,40650,36616,25713,24000,23883,31499,27989,20837,
长期借款(万元),,,,,,,,,,5000,5000,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,
专项应付款(万元),,,,,,,54,254,244,44,12,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),1483,1521,1549,1559,234,254,124,,67,167,267,
递延所得税负债(万元),20,21,23,24,47,46,42,52,47,28,25,
其他非流动负债(万元),,,,,,,,,,,,
非流动负债合计(万元),1503,1542,1572,1584,281,300,220,306,358,5238,5303,
负债合计(万元),24683,41647,38118,42234,36897,26013,24221,24189,31856,33227,26140,
实收资本(或股本)(万元),9104,9104,6828,6828,6828,8148,8148,8148,8148,8148,8148,
资本公积(万元),125895,125895,14948,14948,14948,26520,26520,26520,26520,26520,26520,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),4652,4652,4652,4652,4652,2794,1753,1753,1100,793,341,
