报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),33367,39958,37689,51672,33440,49234,32687,54181,40405,39975,44461,42470,31255,42363,56382,47025,28408,57971,35595,28292,17069,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),0,0,,,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),0,0,,,,,,,,,,,,,,,,,,,,
应收票据(万元),793,671,483,1943,421,256,206,181,587,44,20,83,224,104,1330,2337,1422,10,723,120,150,
应收账款(万元),372451,344696,325867,278658,293431,260670,268699,220364,251830,203066,167973,156652,195408,199866,207909,177658,202188,164288,149943,122263,78908,
预付款项(万元),23918,31986,29665,28131,25859,23171,33111,29806,20108,19894,13322,11709,11759,16678,23708,9983,7446,8234,8196,7487,3659,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),0,0,,,,,321,306,289,271,254,239,,,,,,,,,,
应收股利(万元),0,0,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,5867,,4557,7199,12003,12854,11392,13457,12873,10788,9704,4600,4303,4774,3892,5231,3609,3203,2071,1321,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
存货(万元),163159,153336,150663,129074,129247,116205,118865,106774,116008,106821,77588,74777,92918,95189,77687,57031,57348,52897,47038,42577,22226,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),0,0,,,,,,,,,,,,,,,,,,,,
其他流动资产(万元),5675,5211,5633,4197,4708,3913,3690,4958,4817,6936,1708,2735,3412,6621,696,773,1001,646,611,1119,,
流动资产合计(万元),606729,581723,555652,498233,494304,465451,470434,427962,447501,389879,316114,298369,339577,365123,372487,298699,303045,287655,245309,203930,123333,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,30,,,,50,,,,,,,,,,,,,,
持有至到期投资(万元),0,0,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),0,0,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),0,0,,,,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),325,330,101,103,106,108,110,113,115,118,120,122,125,127,129,132,134,141,151,160,170,
固定资产原值(万元),,71182,,65564,,60862,,58511,,45136,,40604,,40827,,37650,36114,36078,,,,
累计折旧(万元),,14715,,13073,,11808,,10200,,9199,,8142,,7351,,6448,6003,4991,,,,
固定资产净值(万元),,56466,,52491,,49053,,48311,,35937,,32462,,33477,,31202,30111,31087,,,,
固定资产减值准备(万元),,129,,129,,,,,,,,,,,,,,,,,,
固定资产(万元),,56337,,52362,49570,49053,46613,48311,42743,35937,35998,32462,33135,33477,30915,31202,30111,31087,25663,12600,6511,
在建工程(万元),,15085,,9975,8885,7261,7862,7201,12750,6042,4586,7710,5544,3582,2313,561,1346,690,2361,2154,60,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,32,,,,,,,,,
生产性生物资产(万元),0,0,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
油气资产(万元),0,0,,,,,,,,,,,,,,,,,,,,
无形资产(万元),10925,11008,10427,10757,8250,8234,8242,8217,7454,5949,5967,6010,6052,6097,6121,6168,6191,6237,3316,1573,1545,
开发支出(万元),0,0,79,68,,1,1,1,,,,,,,,,,,,,,
