报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),10403,19086,20176,15449,11966,9530,10442,5325,3178,7669,11028,14178,5939,3477,8622,
结算备付金(万元),,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,
应收票据(万元),2717,4589,3964,1864,5017,2379,4990,3053,2260,3025,2077,72,329,262,,
应收账款(万元),44459,44020,43625,36165,33513,33256,29094,27529,20125,19486,20609,25839,22531,15282,9821,
预付款项(万元),14856,7932,788,1063,1748,3357,1230,1394,1491,1183,1067,531,360,207,268,
应收保费(万元),,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,
应收利息(万元),0,1,2,36,,19,23,14,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,
其他应收款(万元),,1164,,494,495,414,415,411,517,378,492,385,301,664,1503,
应收出口退税(万元),,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,
存货(万元),23815,20622,17739,18906,14990,14237,11873,13789,10265,8458,11095,8195,10067,9582,4423,
待摊费用(万元),,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,
其他流动资产(万元),3282,3076,5822,11218,6693,7661,10515,10418,,1111,533,344,485,800,798,
流动资产合计(万元),101149,100492,93176,85196,74421,70854,68584,61933,37836,41310,46902,49543,40012,30274,25436,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,
长期股权投资(万元),1708,1809,1837,942,869,154,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,
固定资产原值(万元),,62361,,53025,,44159,,39882,,25002,18533,,,,,
累计折旧(万元),,17622,,14520,,12185,,10191,,8754,7407,,,,,
固定资产净值(万元),,44739,,38504,,31974,,29692,,16248,11125,,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,
固定资产(万元),,44739,,38504,33540,31974,31776,29692,19305,16248,11125,10594,10347,9554,6599,
在建工程(万元),,14859,,11729,12710,10450,9139,7435,10928,12727,11091,7061,2237,21,266,
工程物资(万元),,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,
无形资产(万元),2735,2750,2769,2780,2798,2819,2833,2853,2893,2894,2935,2985,3020,375,367,
开发支出(万元),,,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,
长期待摊费用(万元),2249,2276,3368,1980,1566,1374,1296,1128,943,914,724,680,557,342,3,
