报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),28569,5175,8141,4795,5431,6003,2397,7296,3268,14430,737,2126,1802,1515,566,964,398,
结算备付金(万元),,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,1500,,,,,,,,,,,,,,,2,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,
应收票据(万元),12609,15583,12870,14345,15932,11803,6329,8084,4196,4030,5384,5998,3334,2236,1792,1696,468,
应收账款(万元),6390,8582,10785,9751,10053,12262,14585,9416,8760,7375,6698,6579,4888,5328,5304,3761,1948,
预付款项(万元),1789,210,302,324,784,943,2152,1204,472,295,537,208,178,229,151,51,41,
应收保费(万元),,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,,
其他应收款(万元),,135,,108,241,164,168,56,98,130,167,82,121,145,145,198,28,
应收出口退税(万元),,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,
存货(万元),6715,6372,7063,6442,8344,10403,9513,6353,4668,4034,4013,3963,3977,3701,3045,1359,1003,
待摊费用(万元),,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,
其他流动资产(万元),1401,1997,3854,7860,3418,1825,7010,6651,12448,3630,375,913,924,449,2001,23,800,
流动资产合计(万元),57603,39553,43147,43626,44203,43402,42154,39060,33911,33925,17912,19870,15224,13604,13005,8052,4687,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,
固定资产原值(万元),,30257,,26191,,24172,,18667,,13696,,12073,9584,,5032,,,
累计折旧(万元),,6385,,5305,,4264,,3363,,2764,,2290,1594,,1107,,,
固定资产净值(万元),,23871,,20886,,19908,,15304,,10932,,9783,7990,,3925,,,
固定资产减值准备(万元),,61,,61,,61,,61,,61,,61,,,,,,
固定资产(万元),,23810,,20825,20577,19847,17610,15243,12252,10871,9794,9723,7990,4256,3925,2770,2212,
在建工程(万元),,3414,,3843,3185,2467,774,854,1109,875,333,163,63,2377,1126,124,33,
工程物资(万元),,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,
无形资产(万元),2197,2208,2227,2246,2265,2285,995,992,999,1007,1015,1008,514,188,192,172,178,
开发支出(万元),,,,,,,5,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,,,,
长期待摊费用(万元),127,99,124,118,120,107,120,130,88,73,52,45,49,56,44,15,10,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,
递延所得税资产(万元),971,953,921,959,580,535,465,431,425,408,407,325,262,133,104,60,65,
其他非流动资产(万元),1648,556,369,107,,,,,,,,,,,,,,
非流动资产合计(万元),34490,31042,29798,28098,26727,25241,19968,17650,14873,13234,11601,11263,8877,7010,5391,3141,2498,
资产总计(万元),92093,70595,72945,71724,70930,68643,62122,56710,48783,47159,29513,31133,24101,20614,18396,11193,7185,
短期借款(万元),16000,200,1200,1700,2000,2000,,100,100,2000,2000,3000,,50,200,1000,,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,
应付票据(万元),18226,13052,,10449,,3282,,,,,,,,,,,,
应付账款(万元),5212,5655,,7002,,7619,5408,4707,3087,2428,2472,3524,3100,2264,1423,557,272,
预收账款(万元),135,102,67,35,82,48,106,482,194,93,25,196,286,10,11,43,46,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),533,497,466,882,518,526,667,1283,444,299,205,491,343,144,319,248,141,
