报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),79173,101529,14373,16553,9496,8097,5995,4071,1039,3539,1915,1983,
结算备付金(万元),,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,
交易性金融资产(万元),22000,,,,,,,,,,,,
衍生金融资产(万元),,,,,0,,,,,,,,
应收票据(万元),8183,14652,,14112,,8385,5532,1995,2303,363,50,200,
应收账款(万元),16444,12516,,7044,,2949,2113,1603,922,1049,429,449,
预付款项(万元),87,252,1964,1207,1557,1291,844,338,382,194,134,40,
应收保费(万元),,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,
应收利息(万元),136,,,,,,,,,3,,,
应收股利(万元),,,,,,,,,,,,,
其他应收款(万元),,151,,214,172,60,28,1598,98,16,17,27,
应收出口退税(万元),,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,
存货(万元),75859,69676,56527,46058,26423,15260,9609,5937,4335,3175,1594,858,
待摊费用(万元),,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,0,,,,,,,,
其他流动资产(万元),1481,2679,736,1465,1430,526,397,460,360,344,104,5,
流动资产合计(万元),203732,201455,98896,86652,55630,36569,24519,16002,9439,8683,4243,3562,
发放贷款及垫款(万元),,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,
长期应收款(万元),,,,,0,,,,,,,,
长期股权投资(万元),,,,,0,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,
投资性房地产(万元),,,,,0,,,,,,,,
固定资产原值(万元),,1036,,980,,866,,534,,,153,147,
累计折旧(万元),,690,,603,,387,,216,,,112,84,
固定资产净值(万元),,346,,377,,479,,318,,,41,64,
固定资产减值准备(万元),,,,,,,,,,,,,
固定资产(万元),,346,,377,405,479,396,318,192,215,41,64,
在建工程(万元),,47,,15,15,15,15,,,,,,
工程物资(万元),,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,
生产性生物资产(万元),,,,,0,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,
油气资产(万元),,,,,0,,,,,,,,
无形资产(万元),3388,3407,3415,953,943,953,,,,,,,
开发支出(万元),,,,,0,,,,,,,,
商誉(万元),,,,,0,,,,,,,,
长期待摊费用(万元),158,138,155,163,109,141,39,44,,,,,
股权分置流通权(万元),,,,,,,,,,,,,
递延所得税资产(万元),444,355,298,245,202,106,77,50,16,13,9,8,
其他非流动资产(万元),6,1,40,1,52,10,949,,,,,,
非流动资产合计(万元),4428,4294,4301,1754,1727,1704,1476,411,208,229,50,72,
资产总计(万元),208159,205748,103198,88407,57356,38273,25995,16414,9648,8912,4293,3633,
短期借款(万元),,,,,0,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,
衍生金融负债(万元),,,,,0,,,,,,,,
应付票据(万元),1551,2524,,3169,,1919,,,,,,,
应付账款(万元),8174,9693,,4640,,1408,1130,453,344,207,74,138,
预收账款(万元),57079,57515,51159,46127,26750,17349,10959,7905,5546,4067,873,169,
卖出回购金融资产款(万元),,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,
应付职工薪酬(万元),991,769,448,1170,589,719,109,297,59,161,51,54,
应交税费(万元),1039,566,1974,530,128,326,113,406,5,115,4,31,
应付利息(万元),,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,
其他应付款(万元),,179,,70,70,1041,,11,,,0,8,
预提费用(万元),,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,0,,,,,,,,
其他流动负债(万元),,,,,0,,,,,,,,
流动负债合计(万元),69006,71245,62845,55706,34047,22762,12312,9072,5954,4550,1002,399,
长期借款(万元),,,,,0,,,,,,,,
应付债券(万元),,,,,0,,,,,,,,
长期应付款(万元),,,,,0,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,
预计非流动负债(万元),1259,1097,896,730,505,331,242,154,,,,,
长期递延收益(万元),50,,,,0,,,20,,,94,191,
递延所得税负债(万元),20,0,0,0,0,0,4,4,2,2,,,
其他非流动负债(万元),,,,,0,,,,,,,,
非流动负债合计(万元),1330,1097,896,730,505,331,246,177,2,2,94,191,
负债合计(万元),70336,72342,63741,56436,34553,23093,12557,9249,5956,4551,1096,590,
实收资本(或股本)(万元),6613,6613,4959,4959,4959,4959,3815,1539,1539,1539,1500,1500,
资本公积(万元),87363,87363,2382,2382,2382,2382,3526,2210,162,162,100,100,
减:库存股(万元),,,,,0,,,,,,,,
专项储备(万元),,,,,0,,,,,,,,
盈余公积(万元),3306,3306,2479,2479,1013,1013,610,342,338,251,145,130,
一般风险准备(万元),,,,,0,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,
未分配利润(万元),40541,36125,29637,22151,14451,6827,5488,3074,1654,2409,1452,1313,
拟分配现金股利(万元),,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,
归属于母公司股东权益合计(万元),137823,133406,39457,31971,22804,15180,13438,7164,3692,4361,3197,3043,
少数股东权益(万元),,,,,0,,,,,,,,
所有者权益(或股东权益)合计(万元),137823,133406,39457,31971,22804,15180,13438,7164,3692,4361,3197,3043,
负债和所有者权益(或股东权益)总计(万元),208159,205748,103198,88407,57356,38273,25995,16414,9648,8912,4293,3633,		
