报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),15638,39878,8543,10336,10381,14832,7158,8550,18030,4344,
结算备付金(万元),,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,
交易性金融资产(万元),2014,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,
应收票据(万元),17105,19126,,19429,18675,9896,2304,,432,1678,
应收账款(万元),24869,14209,,16020,10029,17992,14514,,12290,13181,
预付款项(万元),1672,778,1571,917,756,710,439,519,465,982,
应收保费(万元),,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,
应收利息(万元),127,,,,,,,,,,
应收股利(万元),,,,,,,,,,,
其他应收款(万元),,50,,12,9,1,15,,49,46,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,
存货(万元),17869,16102,13216,14274,17127,15275,18421,17802,13128,10601,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,
其他流动资产(万元),14000,237,,0,2045,1098,144,239,6343,1014,
流动资产合计(万元),93345,90380,62445,60987,59022,59804,42995,56218,50738,31847,
发放贷款及垫款(万元),,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,
长期应收款(万元),2400,2400,2400,2400,2400,2400,2400,2400,2400,,
长期股权投资(万元),,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),,,,,,,,482,827,,
固定资产原值(万元),,55849,,54370,,49108,,,,,
累计折旧(万元),,11145,,9913,,7550,,,,,
固定资产净值(万元),,44704,,44457,,41557,,,,,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),,44713,,44457,44856,41557,39392,,32135,24412,
在建工程(万元),,4536,,305,687,3447,552,,6222,4360,
工程物资(万元),,,,,,253,921,,966,,
固定资产清理(万元),,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),5028,5059,5090,5121,5183,5245,5304,5070,5151,5261,
开发支出(万元),,,,,,,,,,,
商誉(万元),,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),445,364,396,402,335,440,661,1233,847,761,
其他非流动资产(万元),,,,,66,297,1471,294,494,5902,
非流动资产合计(万元),58445,57071,54515,52684,53527,53639,50700,49845,49043,40696,
资产总计(万元),151790,147452,116960,113671,112549,113444,93695,106063,99781,72542,
短期借款(万元),19500,25000,37000,34600,38100,42500,32940,32290,25308,23051,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,
