报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),9659,9115,11332,8690,8384,13302,10142,8619,5135,6934,8430,5213,5196,6983,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),13378,22205,,,73,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),3786,3726,7468,6539,9529,7795,10271,9877,8464,5413,3630,540,675,2815,
应收账款(万元),14069,12698,11826,12396,10844,13789,16073,14186,9949,14174,9598,12150,10166,8267,
预付款项(万元),2020,4468,5532,6112,5454,3017,2855,4380,3443,2378,1307,921,1061,837,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),170,103,52,8,,7,3,20,24,25,22,21,36,20,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,38,,113,451,519,613,575,775,1295,1844,1789,1093,283,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),16171,16359,16165,16718,17365,17119,17704,17897,16562,12526,15405,14837,14910,12708,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),177,170,166,163,163,163,163,163,112,,,,24,,
其他流动资产(万元),730,950,25027,25282,29972,31588,38651,,1,,15,64,178,,
流动资产合计(万元),60194,69832,77687,76023,82235,87300,96476,55718,44465,42745,40250,35536,33337,31913,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,
固定资产原值(万元),,72731,,70863,,67724,,65454,63467,63771,,,,,
累计折旧(万元),,34648,,31920,,29094,,26199,23324,21317,,,,,
固定资产净值(万元),,38083,,38943,,38629,,39255,40143,42454,,,,,
固定资产减值准备(万元),,96,,96,,104,,106,106,106,,,,,
固定资产(万元),,37987,,38847,39718,38525,38211,39149,40037,42348,44747,41948,29301,26412,
在建工程(万元),,31459,,21980,15572,15939,14137,7342,3902,3474,3007,5865,11102,5807,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,15,15,24,24,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),7403,7447,5580,5613,5647,5660,5695,5728,5795,5802,5620,5681,4256,4339,
开发支出(万元),239,61,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),584,584,624,648,537,598,599,604,511,520,398,411,330,286,
其他非流动资产(万元),808,856,900,944,1060,1101,1142,1182,1162,718,68,,257,,
非流动资产合计(万元),84989,78394,72212,68033,62534,61823,59784,54006,51407,52861,53855,53919,45270,36869,
资产总计(万元),145183,148226,149899,144055,144769,149123,156260,109724,95872,95607,94105,89455,78607,68782,
短期借款(万元),6909,11203,12041,5000,7906,7914,14035,18050,12389,12637,13806,9695,6986,12750,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,13,132,19,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),11559,10392,,11289,,11172,10994,9324,7338,6682,8069,6342,7316,6285,
应付账款(万元),8629,8786,,7503,,7906,10083,10709,10811,11597,11560,13527,10089,9045,
预收账款(万元),173,79,83,85,338,65,85,53,217,207,322,197,171,219,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),2650,2642,2420,2896,2411,2629,2494,3328,2520,2872,2109,2089,1851,1614,
应交税费(万元),422,146,359,429,830,652,1222,1535,739,2144,824,1260,1174,1327,
应付利息(万元),2,5,6,6,,23,5,24,7,4,4,6,8,19,
应付股利(万元),,,,,,2400,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,105,,134,93,108,104,148,164,116,92,179,230,184,
