报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),163444,156269,108296,101418,80560,17581,16302,12618,
结算备付金(万元),,,,,,,,,
拆出资金(万元),,,,,,,,,
交易性金融资产(万元),,,,,,,,,
衍生金融资产(万元),,,,,,,,,
应收票据(万元),1978,3832,2393,3069,746,1298,,,
应收账款(万元),5068,4693,9570,7814,8592,10887,7533,4508,
预付款项(万元),935,959,630,661,681,471,475,572,
应收保费(万元),,,,,,,,,
应收分保账款(万元),,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,
应收利息(万元),,,,,,,,,
应收股利(万元),,,,,,,,,
其他应收款(万元),,782,,579,577,547,505,373,
应收出口退税(万元),,,,,,,,,
应收补贴款(万元),,,,,,,,,
应收保证金(万元),,,,,,,,,
内部应收款(万元),,,,,,,,,
买入返售金融资产(万元),,,,,,,,,
存货(万元),17813,16229,17164,17193,13144,6387,5810,5790,
待摊费用(万元),,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,
其他流动资产(万元),59,506,553,749,622,52000,5337,5000,
流动资产合计(万元),190092,183268,139178,131482,104922,89171,35962,28861,
发放贷款及垫款(万元),,,,,,,,,
可供出售金融资产(万元),,,,,,,,,
持有至到期投资(万元),,,,,,,,,
长期应收款(万元),,,,,,,,,
长期股权投资(万元),,,,,,,,,
其他长期投资(万元),,,,,,,,,
投资性房地产(万元),,,,,,,,,
固定资产原值(万元),,5647,,5062,4377,3699,,,
累计折旧(万元),,3857,,3546,2803,2147,,,
固定资产净值(万元),,1790,,1516,1575,1552,,,
固定资产减值准备(万元),,,,,,,,,
固定资产(万元),,1790,,1516,1575,1552,1242,1015,
在建工程(万元),,439,,261,36,,,,
工程物资(万元),,,,,,,,,
固定资产清理(万元),,,,,,,,,
生产性生物资产(万元),,,,,,,,,
公益性生物资产(万元),,,,,,,,,
油气资产(万元),,,,,,,,,
无形资产(万元),1393,1425,1432,1460,1408,65,,,
开发支出(万元),,,,,,,,,
商誉(万元),,,,,,,,,
长期待摊费用(万元),329,109,73,81,100,269,466,475,
股权分置流通权(万元),,,,,,,,,
递延所得税资产(万元),663,677,723,713,662,493,378,233,
其他非流动资产(万元),,,,,58,17,35,,
非流动资产合计(万元),6418,4439,3985,4031,3838,2396,2121,1722,
资产总计(万元),196510,187707,143162,135513,108760,91567,38082,30584,
短期借款(万元),,,,,,4500,4500,4500,
向中央银行借款(万元),,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,
拆入资金(万元),,,,,,,,,
交易性金融负债(万元),,,,,,,,,
衍生金融负债(万元),,,,,,,,,
应付票据(万元),,,,8408,11269,6008,,,
应付账款(万元),8202,6856,,,,,5122,4207,
预收账款(万元),13695,15737,8411,8323,2453,4360,1181,1823,
卖出回购金融资产款(万元),,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,
应付职工薪酬(万元),6500,4854,8452,7238,6502,5527,5335,4314,
应交税费(万元),529,83,2995,112,563,457,114,897,
应付利息(万元),,,,,,6,6,8,
应付股利(万元),,,,,,,,,
其他应交款(万元),,,,,,,,,
应付保证金(万元),,,,,,,,,
内部应付款(万元),,,,,,,,,
其他应付款(万元),,5080,,6895,3646,1820,1378,939,
预提费用(万元),,,,,,,,,
预计流动负债(万元),,,,,,,,,
应付分保账款(万元),,,,,,,,,
保险合同准备金(万元),,,,,,,,,
代理买卖证券款(万元),,,,,,,,,
代理承销证券款(万元),,,,,,,,,
国际票证结算(万元),,,,,,,,,
国内票证结算(万元),,,,,,,,,
递延收益(万元),,,,,,,,,
应付短期债券(万元),,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,
其他流动负债(万元),,,,,,,,,
流动负债合计(万元),34837,32610,33836,30977,24434,22679,17636,16688,
长期借款(万元),,,,,,,,,
应付债券(万元),,,,,,,,,
长期应付款(万元),,,,,,,,,
专项应付款(万元),,,,,,,,,
预计非流动负债(万元),1308,1232,1302,1206,1097,1058,946,745,
长期递延收益(万元),,,,,,,,,
递延所得税负债(万元),,,,,,,,,
其他非流动负债(万元),,,,,,,,,
非流动负债合计(万元),1308,1232,1302,1206,1097,1058,946,745,
负债合计(万元),36145,33842,35138,32183,25531,23737,18582,17432,
实收资本(或股本)(万元),40001,40001,36000,36000,36000,36000,10000,10000,
资本公积(万元),68291,68291,31013,31013,31013,31013,6497,925,
减:库存股(万元),,,,,,,,,
专项储备(万元),,,,,,,,,
盈余公积(万元),3638,3638,3638,3638,1636,82,462,384,
一般风险准备(万元),,,,,,,,,
未确定的投资损失(万元),,,,,,,,,
未分配利润(万元),48435,41935,37373,32679,14580,735,2542,1843,
拟分配现金股利(万元),,,,,,,,,
外币报表折算差额(万元),,,,,,,,,
归属于母公司股东权益合计(万元),160365,153865,108024,103330,83229,67830,19501,13151,
少数股东权益(万元),,,,,,,,,
所有者权益(或股东权益)合计(万元),160365,153865,108024,103330,83229,67830,19501,13151,
负债和所有者权益(或股东权益)总计(万元),196510,187707,143162,135513,108760,91567,38082,30584,		
