报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),24277,38090,30107,69550,44156,20339,20051,23775,18477,4867,9925,1886,1249,8,
结算备付金(万元),,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,
交易性金融资产(万元),2009,6000,28257,50,15,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,
应收票据(万元),228,321,459,158,328,93,324,34,156,170,89,36,84,122,
应收账款(万元),24430,19185,27550,24863,28700,24856,18668,16940,18461,16688,14845,10002,4941,4234,
预付款项(万元),896,1011,1140,728,599,321,153,243,126,121,152,60,123,40,
应收保费(万元),,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,
应收利息(万元),,101,48,156,25,118,180,73,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,
其他应收款(万元),,2270,,1470,,601,752,883,1646,438,894,1093,4316,3978,
应收出口退税(万元),,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,
存货(万元),26176,24524,27318,23064,19152,15439,14008,13834,12569,9766,7873,5560,3818,3201,
待摊费用(万元),,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,
其他流动资产(万元),778,691,554,6179,358,10228,11303,15045,19863,354,217,101,29,210,
流动资产合计(万元),81282,92191,116688,126218,94274,71996,65440,70827,71297,32403,33994,18738,14559,11793,
发放贷款及垫款(万元),,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,
长期股权投资(万元),,,,,,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,
固定资产原值(万元),,92728,,81492,,63567,,61804,,,31352,22571,15339,,
累计折旧(万元),,20078,,16516,,13724,,11165,,,7755,5491,4302,,
固定资产净值(万元),,72650,,64976,,49843,,50639,,,23596,17079,11037,,
固定资产减值准备(万元),,,,,,,,,,,,,,,
固定资产(万元),,72650,,64976,53755,49843,49789,50639,37787,34200,23596,17079,11037,5688,
在建工程(万元),,40914,,20495,17843,14502,12203,8144,13069,5962,6205,5639,171,1327,
工程物资(万元),,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,
无形资产(万元),21361,21387,21530,12160,11763,11850,11920,7309,7364,7419,7340,7436,4626,1046,
开发支出(万元),,,,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,,,
长期待摊费用(万元),49,44,49,53,58,62,67,71,83,96,123,94,160,226,
股权分置流通权(万元),,,,,,,,,,,,,,,
递延所得税资产(万元),,,,,511,321,274,262,181,169,155,118,92,80,
其他非流动资产(万元),5392,10715,19220,17065,17371,10228,7087,5817,2258,6379,3170,1240,1234,136,
非流动资产合计(万元),150726,145710,136296,114748,101302,86806,81340,72243,60742,54225,40590,31606,17320,8503,
资产总计(万元),232008,237901,252984,240966,195576,158802,146780,143070,132039,86628,74584,50344,31880,20296,
短期借款(万元),,10000,10000,10000,15310,990,,,1025,5455,1600,5363,3900,,
向中央银行借款(万元),,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,
应付票据(万元),11521,15774,,19834,,10288,7389,8072,7152,8535,9581,4643,1807,,
应付账款(万元),16931,17238,,19155,,15369,12266,14593,11158,8113,8315,6078,3367,2218,
预收账款(万元),7504,5505,4616,3964,2973,3685,2834,1912,1368,1302,632,467,710,620,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,
应付职工薪酬(万元),3586,3031,3446,2958,2138,1650,1842,1646,1349,1107,1288,911,482,352,
应交税费(万元),706,218,374,896,1783,1470,1163,1229,865,1041,1338,909,291,192,
应付利息(万元),152,116,71,29,8,1,,,12,4,1,10,6,,
应付股利(万元),,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,
其他应付款(万元),,40,,72,,0,34,14,202,12,5,1,1091,286,
预提费用(万元),,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,
流动负债合计(万元),40470,51922,63207,56908,59114,33455,25527,27467,23131,25568,22759,18384,11654,3667,
长期借款(万元),,,,,,,,,,,,,,,
应付债券(万元),38999,38555,38111,37665,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,
