报告日期,2020-09-30,2020-06-30,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),399535,262356,228278,147923,139500,48849,12203,22159,34454,26715,
结算备付金(万元),,,,,,,0,,,,
拆出资金(万元),,,,,,,0,,,,
交易性金融资产(万元),,,,,,,0,,,,
衍生金融资产(万元),,,,,,,0,,,,
应收票据(万元),,,,,,,162,148,1280,803,
应收账款(万元),44581,37709,44185,,,,22503,19465,13196,6936,
预付款项(万元),22074,20906,15254,6747,2416,374,1384,5241,16535,8854,
应收保费(万元),,,,,,,0,,,,
应收分保账款(万元),,,,,,,0,,,,
应收分保合同准备金(万元),,,,,,,0,,,,
应收利息(万元),,,,,,,0,,,,
应收股利(万元),,,,,,,0,,,,
其他应收款(万元),,,,,,,16475,9787,8134,5324,
应收出口退税(万元),,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,
买入返售金融资产(万元),,,,,,,0,,,,
存货(万元),9276,9237,7499,7283,4833,2160,3599,3497,3621,2433,
待摊费用(万元),,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,0,,,,
其他流动资产(万元),36093,41968,39475,38935,39221,71180,67657,56144,508,684,
流动资产合计(万元),516123,375311,337436,245540,228591,158375,123984,116441,77726,51749,
发放贷款及垫款(万元),,,,,,,0,,,,
可供出售金融资产(万元),,,,,,,0,,,,
持有至到期投资(万元),,,,,,,0,,,,
长期应收款(万元),,,,,,,0,,,,
长期股权投资(万元),40355,4958,3977,3836,,,3414,3614,4104,4708,
其他长期投资(万元),,,,,,,,,,,
投资性房地产(万元),,,,,,,0,,,,
固定资产原值(万元),,609032,,,,,,,,,
累计折旧(万元),,83883,,,,,,,,,
固定资产净值(万元),,525149,,,,,,,,,
固定资产减值准备(万元),,,,,,,,,,,
固定资产(万元),,525149,,,,,54993,57580,13913,7715,
在建工程(万元),,,,,,,0,,17,,
工程物资(万元),,,,,,,0,,,,
固定资产清理(万元),,,,,,,0,,,,
生产性生物资产(万元),,,,,,,0,,,,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,0,,,,
无形资产(万元),14,19,31,54,58,,0,,,,
开发支出(万元),,,,,,,0,,,,
商誉(万元),,,,,,,0,,,,
长期待摊费用(万元),106,116,134,170,,817,1055,1299,1786,2273,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),701,495,438,351,1574,1686,734,655,367,81,
其他非流动资产(万元),14806,14728,21635,26914,24024,10991,19183,,,,
